CBSAGEO	# of provs in CBSAGEO	CBSAGEO unadjusted wages	CBSAGEO hours	CBSAGEO unadjusted AHW	CBSAGEO unadjusted wage index 	CBSAGEO occmix wages	CBSAGEO occmix AHW	CBSAGEO occmix wage index	cbsarnsal	cbsarnhr	cbsalpnstsal	cbsalpnsthr	cbsanaoratsal	cbsanaorathr	cbsamasal	cbsamahr	cbsanursesal	cbsanursehr	cbsaallothersal	cbsaallotherhr	cbsatotalsal	cbsatotalhr	cbsarnpct	cbsalpnstpct	cbsanaoratspct	cbsamapct	cbsanursevar	cbsaallothervar	cbsaadjrnahw	cbsaadjlpnstahw	cbsaadjnaoratahw	cbsaadjmaahw	cbsaadjnurseahw	cbsanurseoccmixfactor
16940	1	"$111,440,688.01"	"2,745,139"	$40.60	0.9188	"$112,959,589.03"	$41.15	0.9320	"21,505,867"	"519,954"	"1,153,565"	"38,943"	"4,437,270"	"237,303"	"11,530"	552	"27,108,232"	"796,752"	"65,077,385"	"2,039,757"	"92,185,617"	"2,836,509"	0.65259	0.04888	0.29784	0.00069	0.29406	0.70594	27.17	1.21	5.05	0.01	33.44	1.0464
16974	58	"$9,734,661,869.50"	"211,721,576"	$45.98	1.0405	"$9,690,782,818.60"	$45.77	1.0367	"2,432,699,962"	"58,232,477"	"72,909,120"	"2,686,235"	"269,655,004"	"15,701,933"	"49,766,949"	"2,624,376"	"2,825,031,034"	"79,245,021"	"4,415,121,092"	"130,466,848"	"7,240,152,127"	"209,711,869"	0.73484	0.03390	0.19814	0.03312	0.39019	0.60981	30.60	0.84	3.36	0.60	35.40	0.9884
17020	3	"$456,554,300.96"	"9,192,591"	$49.67	1.1240	"$455,370,501.38"	$49.54	1.1221	"140,151,651"	"2,424,243"	"7,660,047"	"252,722"	"10,710,772"	"565,571"	"2,919,138"	"165,118"	"161,441,608"	"3,407,654"	"194,378,310"	"5,573,274"	"355,819,918"	"8,980,928"	0.71141	0.07416	0.16597	0.04846	0.45372	0.54628	29.62	1.83	2.82	0.88	35.15	0.9954
17140	18	"$2,434,585,762.90"	"59,038,982"	$41.24	0.9332	"$2,396,096,552.90"	$40.58	0.9191	"628,178,893"	"17,668,120"	"36,863,683"	"1,354,091"	"55,274,847"	"3,656,037"	"4,178,754"	"266,065"	"724,496,178"	"22,944,313"	"1,123,141,974"	"35,662,429"	"1,847,638,152"	"58,606,741"	0.77004	0.05902	0.15934	0.01160	0.39212	0.60788	32.06	1.46	2.70	0.21	36.43	0.9605
17300	2	"$107,833,652.22"	"3,246,311"	$33.22	0.7518	"$109,042,983.88"	$33.59	0.7608	"32,121,000"	"948,186"	"2,833,880"	"138,224"	"3,839,412"	"267,162"	"820,877"	"65,911"	"39,615,169"	"1,419,483"	"50,610,962"	"1,916,132"	"90,226,132"	"3,335,615"	0.66798	0.09738	0.18821	0.04643	0.43907	0.56093	27.81	2.40	3.19	0.84	34.24	1.0219
17420	1	"$63,263,421.76"	"1,948,237"	$32.47	0.7348	"$65,002,591.80"	$33.36	0.7556	"17,076,472"	"575,388"	"1,491,370"	"71,798"	"2,394,564"	"183,680"	"2,485,083"	"94,354"	"23,447,489"	"925,220"	"26,892,134"	"1,051,927"	"50,339,623"	"1,977,147"	0.62189	0.07760	0.19853	0.10198	0.46579	0.53421	25.90	1.92	3.37	1.85	33.04	1.0590
17460	21	"$3,924,584,727.30"	"100,715,103"	$38.97	0.8819	"$3,933,168,015.60"	$39.05	0.8845	"892,275,120"	"25,708,454"	"54,555,247"	"2,168,612"	"83,040,732"	"5,287,482"	"64,193,783"	"3,633,123"	"1,094,064,882"	"36,797,670"	"1,977,539,641"	"63,703,530"	"3,071,604,523"	"100,501,200"	0.69864	0.05893	0.14369	0.09873	0.35619	0.64381	29.09	1.45	2.44	1.79	34.77	1.0063
17660	2	"$216,050,407.86"	"5,255,948"	$41.11	0.9303	"$220,459,825.49"	$41.94	0.9499	"50,577,552"	"1,209,228"	"2,808,356"	"99,448"	"6,641,074"	"411,297"	"3,088,573"	"182,203"	"63,115,555"	"1,902,176"	"107,363,129"	"3,436,860"	"170,478,684"	"5,339,036"	0.63571	0.05228	0.21622	0.09579	0.37023	0.62977	26.47	1.29	3.67	1.74	33.17	1.0549
17780	4	"$253,623,388.99"	"6,548,094"	$38.73	0.8764	"$253,785,323.59"	$38.76	0.8779	"66,853,493"	"1,808,573"	"6,549,778"	"250,146"	"4,584,773"	"336,132"	"3,093,967"	"228,407"	"81,082,010"	"2,623,257"	"114,751,937"	"3,623,383"	"195,833,947"	"6,246,640"	0.68944	0.09536	0.12814	0.08707	0.41403	0.58597	28.71	2.35	2.17	1.58	34.81	1.0052
17820	2	"$502,917,025.36"	"11,963,903"	$42.04	0.9513	"$498,701,559.04"	$41.68	0.9441	"148,145,202"	"3,895,497"	"5,476,643"	"209,026"	"15,177,319"	"888,735"	"5,019,184"	"260,456"	"173,818,348"	"5,253,714"	"225,793,145"	"6,239,364"	"399,611,493"	"11,493,078"	0.74147	0.03979	0.16916	0.04958	0.43497	0.56503	30.87	0.98	2.87	0.90	35.62	0.9823
17860	2	"$448,808,454.45"	"12,104,454"	$37.08	0.8391	"$451,962,829.15"	$37.34	0.8458	"100,603,433"	"3,058,697"	"13,348,736"	"659,962"	"11,451,352"	"846,630"	"1,434,398"	"70,804"	"126,837,919"	"4,636,093"	"200,489,298"	"7,130,645"	"327,327,217"	"11,766,738"	0.65976	0.14235	0.18262	0.01527	0.38750	0.61250	27.47	3.51	3.10	0.28	34.36	1.0183
17900	6	"$890,003,593.43"	"23,767,772"	$37.45	0.8475	"$903,733,580.67"	$38.02	0.8612	"246,521,701"	"6,836,860"	"16,308,030"	"704,860"	"40,957,420"	"2,802,940"	"712,616"	"46,717"	"304,499,766"	"10,391,378"	"402,443,802"	"14,289,625"	"706,943,568"	"24,681,003"	0.65794	0.06783	0.26974	0.00450	0.43073	0.56927	27.40	1.67	4.58	0.08	33.73	1.0374
17980	4	"$277,922,292.37"	"7,953,298"	$34.94	0.7907	"$280,576,124.26"	$35.28	0.7991	"67,918,289"	"2,069,752"	"6,832,965"	"321,837"	"9,023,987"	"717,237"	"275,555"	"20,264"	"84,050,796"	"3,129,089"	"106,707,560"	"3,650,782"	"190,758,357"	"6,779,871"	0.66146	0.10285	0.22922	0.00648	0.44061	0.55939	27.54	2.54	3.89	0.12	34.09	1.0264
18020	1	"$122,206,488.10"	"2,699,490"	$45.27	1.0244	"$123,133,503.74"	$45.61	1.0331	"24,939,160"	"697,643"	"2,041,574"	"69,184"	"4,237,298"	"258,260"	"64,112"	"4,334"	"31,282,145"	"1,029,421"	"61,504,470"	"1,751,035"	"92,786,615"	"2,780,456"	0.67770	0.06721	0.25088	0.00421	0.33714	0.66286	28.22	1.66	4.26	0.08	34.22	1.0225
18140	15	"$2,623,422,706.40"	"62,770,725"	$41.79	0.9457	"$2,601,396,996.60"	$41.44	0.9386	"698,453,941"	"18,726,432"	"32,209,456"	"1,261,471"	"73,462,962"	"5,007,127"	"2,409,615"	"144,212"	"806,535,974"	"25,139,243"	"1,140,948,127"	"39,237,712"	"1,947,484,102"	"64,376,955"	0.74491	0.05018	0.19918	0.00574	0.41414	0.58586	31.02	1.24	3.38	0.10	35.74	0.9790
18580	4	"$437,416,839.03"	"10,574,160"	$41.37	0.9362	"$429,822,468.24"	$40.65	0.9207	"117,881,113"	"3,075,381"	"8,444,709"	"371,681"	"8,131,388"	"583,691"	"237,911"	"18,249"	"134,695,121"	"4,049,001"	"187,749,770"	"6,063,736"	"322,444,891"	"10,112,737"	0.75954	0.09180	0.14416	0.00451	0.41773	0.58227	31.63	2.27	2.45	0.08	36.43	0.9605
18700	1	"$177,491,377.74"	"3,664,363"	$48.44	1.0962	"$181,692,774.55"	$49.58	1.1230	"43,827,001"	"886,068"	"2,518,834"	"117,646"	"5,168,843"	"298,133"	"2,185,977"	"112,236"	"53,700,655"	"1,414,083"	"71,506,047"	"2,284,166"	"125,206,702"	"3,698,249"	0.62660	0.08320	0.21083	0.07937	0.42890	0.57110	26.09	2.05	3.58	1.44	33.16	1.0552
18880	4	"$188,973,822.35"	"4,860,899"	$38.88	0.8798	"$184,354,723.16"	$37.93	0.8591	"51,660,647"	"1,504,288"	"3,632,584"	"156,900"	"3,132,506"	"199,575"	"690,804"	"40,172"	"59,116,540"	"1,900,934"	"82,878,945"	"2,648,523"	"141,995,486"	"4,549,457"	0.79134	0.08254	0.10499	0.02113	0.41633	0.58367	32.95	2.04	1.78	0.38	37.15	0.9419
19060	1	"$126,492,113.49"	"3,307,071"	$38.25	0.8656	"$125,200,312.66"	$37.86	0.8575	"32,168,710"	"981,064"	"1,593,238"	"66,917"	"3,831,996"	"258,011"	0	0	"37,593,944"	"1,305,992"	"55,722,916"	"2,120,353"	"93,316,860"	"3,426,345"	0.75120	0.05124	0.19756	0.00000	0.40286	0.59714	31.28	1.27	3.35	0.00	35.90	0.9747
19124	52	"$4,822,443,866.10"	"111,966,705"	$43.07	0.9747	"$4,786,242,047.10"	$42.75	0.9683	"1,471,208,233"	"34,583,919"	"62,101,775"	"2,308,466"	"133,039,930"	"7,892,993"	"44,048,955"	"2,398,770"	"1,710,398,893"	"47,184,149"	"1,955,413,598"	"59,015,239"	"3,665,812,491"	"106,199,387"	0.73296	0.04892	0.16728	0.05084	0.46658	0.53342	30.52	1.21	2.84	0.92	35.49	0.9859
19140	2	"$96,673,106.86"	"2,505,806"	$38.58	0.8730	"$93,137,813.60"	$37.17	0.8419	"26,004,409"	"764,241"	"1,286,237"	"52,331"	"621,854"	"44,694"	"338,866"	"24,257"	"28,251,366"	"885,524"	"46,155,502"	"1,666,038"	"74,406,868"	"2,551,562"	0.86304	0.05910	0.05047	0.02739	0.37969	0.62031	35.94	1.46	0.86	0.50	38.76	0.9027
19180	1	"$46,152,774.88"	"1,161,513"	$39.74	0.8993	"$46,834,810.33"	$40.32	0.9133	"9,423,540"	"267,431"	"637,126"	"26,024"	"2,059,899"	"115,215"	59	4	"12,120,624"	"408,673"	"21,810,994"	"671,055"	"33,931,617"	"1,079,729"	0.65439	0.06368	0.28192	0.00001	0.35721	0.64279	27.25	1.57	4.78	0.00	33.60	1.0414
19300	3	"$116,223,551.93"	"3,575,088"	$32.51	0.7357	"$117,139,914.03"	$32.77	0.7422	"32,622,148"	"1,075,086"	"1,926,632"	"96,822"	"4,404,023"	"344,220"	"939,988"	"54,101"	"39,892,791"	"1,570,229"	"54,132,271"	"2,014,293"	"94,025,062"	"3,584,522"	0.68467	0.06166	0.21922	0.03445	0.42428	0.57572	28.51	1.52	3.72	0.62	34.37	1.0180
19340	4	"$359,277,163.87"	"8,975,832"	$40.03	0.9059	"$359,561,725.11"	$40.06	0.9074	"80,009,587"	"2,544,656"	"3,393,537"	"156,118"	"12,329,544"	"840,376"	"347,522"	"23,914"	"96,080,191"	"3,565,064"	"161,937,322"	"5,637,837"	"258,017,513"	"9,202,901"	0.71378	0.04379	0.23573	0.00671	0.37238	0.62762	29.72	1.08	4.00	0.12	34.92	1.0020
19380	9	"$1,206,876,046.50"	"29,126,367"	$41.44	0.9378	"$1,198,190,043.40"	$41.14	0.9318	"320,098,691"	"8,665,267"	"7,545,496"	"281,028"	"34,486,927"	"2,223,298"	"9,637,420"	"442,398"	"371,768,535"	"11,611,990"	"542,657,864"	"17,951,679"	"914,426,399"	"29,563,670"	0.74623	0.02420	0.19147	0.03810	0.40656	0.59344	31.07	0.60	3.25	0.69	35.61	0.9826
19460	2	"$63,826,770.80"	"2,184,956"	$29.21	0.6610	"$64,400,563.96"	$29.47	0.6675	"15,167,599"	"558,204"	"1,024,053"	"55,619"	"2,396,374"	"190,814"	"331,351"	"21,952"	"18,919,377"	"826,589"	"30,647,944"	"1,371,507"	"49,567,321"	"2,198,096"	0.67531	0.06729	0.23085	0.02656	0.38169	0.61831	28.12	1.66	3.92	0.48	34.18	1.0237
19500	2	"$144,744,832.18"	"3,905,226"	$37.06	0.8387	"$148,140,171.52"	$37.93	0.8591	"30,306,502"	"889,675"	"4,647,040"	"194,627"	"5,246,079"	"388,396"	"115,316"	"8,148"	"40,314,938"	"1,480,847"	"72,380,210"	"2,454,655"	"112,695,148"	"3,935,501"	0.60079	0.13143	0.26228	0.00550	0.35773	0.64227	25.02	3.25	4.45	0.10	32.82	1.0661
19660	6	"$560,684,206.60"	"16,078,374"	$34.87	0.7891	"$559,721,189.04"	$34.81	0.7884	"137,088,519"	"4,197,684"	"9,492,924"	"393,332"	"11,789,679"	"854,534"	"7,490,118"	"437,388"	"165,861,239"	"5,882,938"	"291,901,192"	"10,829,800"	"457,762,431"	"16,712,738"	0.71354	0.06686	0.14526	0.07435	0.36233	0.63767	29.71	1.65	2.47	1.35	35.18	0.9946
19740	19	"$2,624,342,431.50"	"58,320,641"	$45.00	1.0183	"$2,587,430,672.50"	$44.37	1.0050	"762,920,643"	"18,878,940"	"30,881,740"	"1,060,948"	"69,847,462"	"3,733,578"	"20,817,240"	"1,028,628"	"884,467,085"	"24,702,095"	"1,272,177,354"	"35,560,315"	"2,156,644,439"	"60,262,410"	0.76426	0.04295	0.15114	0.04164	0.41011	0.58989	31.82	1.06	2.56	0.75	36.19	0.9668
19780	4	"$633,669,741.48"	"15,559,210"	$40.73	0.9217	"$632,618,496.36"	$40.66	0.9210	"171,080,830"	"4,990,326"	"4,939,777"	"224,062"	"16,125,994"	"880,557"	"12,736,862"	"793,221"	"204,883,462"	"6,888,165"	"331,876,666"	"9,705,541"	"536,760,128"	"16,593,707"	0.72448	0.03253	0.12784	0.11516	0.38170	0.61830	30.17	0.80	2.17	2.09	35.23	0.9932
19804	14	"$2,756,176,270.00"	"70,109,042"	$39.31	0.8896	"$2,801,485,496.00"	$39.96	0.9051	"643,011,024"	"17,396,555"	"24,708,151"	"1,012,356"	"105,339,923"	"6,319,597"	"24,957,341"	"1,546,397"	"798,016,438"	"26,274,906"	"1,259,598,984"	"41,862,370"	"2,057,615,422"	"68,137,276"	0.66210	0.03853	0.24052	0.05885	0.38784	0.61216	27.57	0.95	4.08	1.07	33.67	1.0392
20020	3	"$206,860,580.47"	"6,685,581"	$30.94	0.7002	"$209,368,900.04"	$31.32	0.7094	"54,108,802"	"1,775,604"	"7,083,284"	"358,896"	"6,650,010"	"585,312"	"228,292"	"17,021"	"68,070,389"	"2,736,833"	"93,286,378"	"3,786,361"	"161,356,767"	"6,523,194"	0.64878	0.13114	0.21386	0.00622	0.42186	0.57814	27.02	3.24	3.63	0.11	34.00	1.0291
20100	1	"$186,418,137.84"	"4,252,073"	$43.84	0.9921	"$186,461,143.78"	$43.85	0.9932	"46,102,663"	"1,169,528"	"1,829,005"	"66,849"	"6,060,644"	"384,748"	"165,376"	"10,118"	"54,157,688"	"1,631,243"	"79,653,132"	"2,534,733"	"133,810,820"	"4,165,976"	0.71696	0.04098	0.23586	0.00620	0.40473	0.59527	29.85	1.01	4.00	0.11	34.97	1.0006
20220	2	"$122,908,461.47"	"3,141,263"	$39.13	0.8855	"$122,381,774.26"	$38.96	0.8824	"28,320,494"	"907,405"	"847,961"	"38,143"	"4,726,359"	"274,439"	"314,857"	"15,397"	"34,209,671"	"1,235,384"	"51,967,684"	"1,759,176"	"86,177,355"	"2,994,561"	0.73451	0.03088	0.22215	0.01246	0.39697	0.60303	30.58	0.76	3.77	0.23	35.34	0.9901
20260	5	"$589,753,304.24"	"13,782,565"	$42.79	0.9683	"$605,713,446.43"	$43.95	0.9955	"133,456,824"	"3,164,354"	"16,992,181"	"668,171"	"18,423,238"	"912,699"	"10,477,346"	"570,412"	"179,349,589"	"5,315,636"	"256,829,365"	"8,394,721"	"436,178,954"	"13,710,357"	0.59529	0.12570	0.17170	0.10731	0.41118	0.58882	24.79	3.10	2.91	1.95	32.75	1.0684
20500	5	"$1,663,986,274.30"	"38,779,768"	$42.91	0.9710	"$1,668,246,004.10"	$43.02	0.9744	"371,983,382"	"10,220,055"	"24,297,169"	"830,646"	"50,327,295"	"3,185,499"	"5,464,433"	"333,109"	"452,072,280"	"14,569,308"	"888,852,377"	"25,253,909"	"1,340,924,657"	"39,823,216"	0.70148	0.05701	0.21864	0.02286	0.33713	0.66287	29.21	1.41	3.71	0.41	34.74	1.0072
20524	4	"$564,720,923.99"	"10,181,358"	$55.47	1.2553	"$565,243,712.63"	$55.52	1.2575	"152,951,547"	"2,920,557"	"4,775,091"	"130,096"	"16,189,185"	"780,534"	"6,149,651"	"301,309"	"180,065,474"	"4,132,497"	"256,370,076"	"6,015,038"	"436,435,550"	"10,147,536"	0.70673	0.03148	0.18888	0.07291	0.41258	0.58742	29.43	0.78	3.21	1.32	34.74	1.0072
20700	1	"$116,132,293.53"	"2,759,275"	$42.09	0.9525	"$120,806,038.91"	$43.78	0.9916	"31,110,172"	"814,060"	"1,236,101"	"55,080"	"6,524,684"	"488,538"	"7,571"	548	"38,878,528"	"1,358,226"	"49,080,620"	"1,728,707"	"87,959,148"	"3,086,933"	0.59936	0.04055	0.35969	0.00040	0.44201	0.55799	24.96	1.00	6.10	0.01	32.07	1.0911
20740	4	"$302,460,083.25"	"6,851,249"	$44.15	0.9991	"$297,282,283.23"	$43.39	0.9828	"80,516,422"	"2,057,815"	"2,465,250"	"94,980"	"8,113,906"	"414,667"	"1,199,542"	"58,822"	"92,295,121"	"2,626,283"	"135,514,498"	"4,436,077"	"227,809,619"	"7,062,360"	0.78355	0.03617	0.15789	0.02240	0.40514	0.59486	32.63	0.89	2.68	0.41	36.61	0.9557
20940	2	"$128,744,377.53"	"3,205,888"	$40.16	0.9088	"$126,742,894.19"	$39.53	0.8954	"33,799,558"	"874,351"	"989,144"	"40,649"	"2,795,566"	"194,344"	"276,618"	"19,986"	"37,860,886"	"1,129,331"	"51,941,814"	"1,995,417"	"89,802,700"	"3,124,747"	0.77422	0.03599	0.17209	0.01770	0.42160	0.57840	32.24	0.89	2.92	0.32	36.37	0.9621
20994	6	"$635,643,079.87"	"13,695,650"	$46.41	1.0502	"$634,600,814.39"	$46.34	1.0496	"151,869,566"	"3,750,625"	"3,283,273"	"113,008"	"21,843,431"	"1,194,808"	"1,609,546"	"81,534"	"178,605,815"	"5,139,976"	"293,517,184"	"8,298,533"	"472,123,000"	"13,438,509"	0.72970	0.02199	0.23245	0.01586	0.37830	0.62170	30.38	0.54	3.94	0.29	35.15	0.9954
21060	1	"$107,140,912.16"	"3,194,669"	$33.54	0.7590	"$112,355,659.08"	$35.17	0.7966	"36,640,010"	"1,103,767"	"1,556,326"	"71,356"	"8,368,226"	"494,005"	"992,363"	"65,872"	"47,556,925"	"1,735,000"	"10,423,566"	"406,496"	"57,980,491"	"2,141,496"	0.63618	0.04113	0.28473	0.03797	0.82022	0.17978	26.49	1.02	4.83	0.69	33.03	1.0593
21140	2	"$206,096,396.26"	"5,006,273"	$41.17	0.9317	"$204,397,106.30"	$40.83	0.9248	"46,788,654"	"1,341,689"	"2,031,619"	"81,411"	"5,431,979"	"359,723"	"39,149"	"2,623"	"54,291,401"	"1,785,446"	"97,777,631"	"3,247,042"	"152,069,032"	"5,032,488"	0.75146	0.04560	0.20148	0.00147	0.35702	0.64298	31.29	1.13	3.42	0.03	35.87	0.9755
21300	2	"$106,512,668.19"	"2,811,873"	$37.88	0.8572	"$107,620,496.51"	$38.27	0.8668	"28,201,506"	"815,202"	"1,224,932"	"60,685"	"4,866,656"	"294,157"	"517,068"	"29,264"	"34,810,162"	"1,199,308"	"42,064,092"	"1,657,462"	"76,874,254"	"2,856,770"	0.67973	0.05060	0.24527	0.02440	0.45282	0.54718	28.30	1.25	4.16	0.44	34.15	1.0246
21340	6	"$629,570,191.42"	"18,061,239"	$34.86	0.7889	"$621,095,051.78"	$34.39	0.7789	"200,633,364"	"5,610,517"	"8,868,627"	"371,882"	"17,678,903"	"1,394,182"	"684,314"	"31,915"	"227,865,208"	"7,408,496"	"288,272,411"	"10,330,639"	"516,137,618"	"17,739,135"	0.75731	0.05020	0.18819	0.00431	0.44148	0.55852	31.53	1.24	3.19	0.08	36.04	0.9709
21420	2	"$77,544,317.73"	"1,958,783"	$39.59	0.8959	"$75,907,655.39"	$38.75	0.8777	"16,665,808"	"515,973"	"1,709,703"	"77,908"	"1,022,832"	"74,607"	"5,029"	389	"19,403,372"	"668,877"	"28,407,209"	"1,053,710"	"47,810,581"	"1,722,586"	0.77140	0.11648	0.11154	0.00058	0.40584	0.59416	32.12	2.88	1.89	0.01	36.90	0.9482
21500	3	"$294,808,117.02"	"8,699,924"	$33.89	0.7669	"$295,707,978.64"	$33.99	0.7699	"78,563,248"	"2,653,900"	"2,856,159"	"152,815"	"12,905,426"	"912,542"	"437,898"	"22,942"	"94,762,731"	"3,742,199"	"119,524,710"	"4,648,737"	"214,287,441"	"8,390,936"	0.70918	0.04084	0.24385	0.00613	0.44222	0.55778	29.53	1.01	4.14	0.11	34.79	1.0057
21660	3	"$433,455,283.65"	"8,026,610"	$54.00	1.2220	"$437,496,365.32"	$54.51	1.2347	"121,815,531"	"2,380,441"	"3,683,771"	"129,841"	"16,375,140"	"839,974"	"1,297,169"	"63,063"	"143,171,612"	"3,413,320"	"134,440,160"	"3,914,906"	"277,611,772"	"7,328,226"	0.69740	0.03804	0.24609	0.01848	0.51573	0.48427	29.04	0.94	4.18	0.34	34.50	1.0142
21780	5	"$565,444,509.31"	"14,003,266"	$40.38	0.9138	"$568,679,993.46"	$40.61	0.9198	"143,193,399"	"4,421,830"	"8,699,716"	"402,914"	"21,184,077"	"1,478,070"	"1,475,941"	"83,269"	"174,553,132"	"6,386,083"	"218,878,639"	"7,639,195"	"393,431,771"	"14,025,278"	0.69242	0.06309	0.23145	0.01304	0.44367	0.55633	28.83	1.56	3.93	0.24	34.56	1.0124
21820	1	"$108,542,779.66"	"2,282,348"	$47.56	1.0763	"$108,631,964.08"	$47.60	1.0781	"19,957,351"	"472,284"	"540,939"	"21,452"	"2,390,742"	"115,270"	"1,227,276"	"53,502"	"24,116,308"	"662,507"	"60,120,346"	"1,877,986"	"84,236,654"	"2,540,493"	0.71287	0.03238	0.17399	0.08076	0.28629	0.71371	29.68	0.80	2.95	1.46	34.89	1.0029
22020	2	"$495,701,023.75"	"14,023,970"	$35.35	0.8000	"$501,224,772.46"	$35.74	0.8095	"112,519,814"	"3,337,024"	"17,447,583"	"877,089"	"14,860,372"	"975,739"	"1,163,509"	"55,016"	"145,991,278"	"5,244,867"	"244,851,355"	"8,308,782"	"390,842,633"	"13,553,648"	0.63625	0.16723	0.18604	0.01049	0.37353	0.62647	26.49	4.13	3.16	0.19	33.97	1.0300
22140	1	"$106,370,693.68"	"2,565,601"	$41.46	0.9382	"$106,010,783.38"	$41.32	0.9359	"25,792,892"	"645,207"	"940,072"	"38,230"	"3,408,620"	"200,753"	0	0	"30,141,584"	"884,191"	"50,566,349"	"1,632,607"	"80,707,933"	"2,516,797"	0.72972	0.04324	0.22705	0.00000	0.37346	0.62654	30.39	1.07	3.85	0.00	35.31	0.9909
22180	3	"$327,583,154.35"	"8,790,183"	$37.27	0.8434	"$338,186,195.93"	$38.47	0.8713	"83,129,441"	"2,138,458"	"10,065,800"	"432,973"	"12,718,336"	"994,571"	"369,401"	"28,854"	"106,282,978"	"3,594,856"	"136,424,970"	"5,181,230"	"242,707,948"	"8,776,086"	0.59487	0.12044	0.27667	0.00803	0.43790	0.56210	24.77	2.97	4.70	0.15	32.59	1.0736
22220	5	"$345,980,331.95"	"9,407,559"	$36.78	0.8323	"$346,366,387.01"	$36.82	0.8340	"88,509,941"	"2,468,692"	"9,011,568"	"409,290"	"9,736,157"	"693,843"	"3,455"	267	"107,261,121"	"3,572,092"	"181,761,822"	"5,916,927"	"289,022,943"	"9,489,019"	0.69111	0.11458	0.19424	0.00007	0.37112	0.62888	28.78	2.83	3.30	0.00	34.91	1.0023
22380	1	"$187,008,066.10"	"3,844,843"	$48.64	1.1007	"$180,276,792.91"	$46.89	1.0621	"52,682,059"	"1,239,780"	"1,436,079"	"51,583"	"3,078,537"	"172,741"	"16,656"	"1,024"	"57,213,331"	"1,465,128"	"73,301,342"	"2,321,669"	"130,514,673"	"3,786,797"	0.84619	0.03521	0.11790	0.00070	0.43837	0.56163	35.24	0.87	2.00	0.01	38.12	0.9179
22420	3	"$686,589,735.70"	"14,399,219"	$47.68	1.0790	"$699,102,011.41"	$48.55	1.0997	"196,491,239"	"4,797,109"	"6,085,182"	"249,947"	"31,620,876"	"1,823,599"	"6,459,388"	"312,844"	"240,656,685"	"7,183,498"	"246,354,068"	"7,507,350"	"487,010,753"	"14,690,848"	0.66780	0.03479	0.25386	0.04355	0.49415	0.50585	27.81	0.86	4.31	0.79	33.77	1.0361
22500	4	"$358,418,247.25"	"10,191,136"	$35.17	0.7959	"$358,666,749.76"	$35.19	0.7971	"104,520,287"	"2,900,653"	"15,853,933"	"970,285"	"4,740,089"	"402,612"	"1,542,489"	"131,782"	"126,656,798"	"4,405,333"	"167,118,891"	"5,673,899"	"293,775,689"	"10,079,232"	0.65844	0.22025	0.09139	0.02991	0.43113	0.56887	27.42	5.44	1.55	0.54	34.95	1.0011
22520	3	"$111,194,968.36"	"3,834,460"	$29.00	0.6563	"$110,755,616.37"	$28.88	0.6541	"31,226,492"	"1,208,427"	"1,765,082"	"94,917"	"3,398,589"	"314,629"	"449,937"	"40,243"	"36,840,100"	"1,658,216"	"58,060,557"	"2,179,995"	"94,900,657"	"3,838,211"	0.72875	0.05724	0.18974	0.02427	0.38820	0.61180	30.35	1.41	3.22	0.44	35.42	0.9879
22540	1	"$65,153,684.37"	"1,668,750"	$39.04	0.8835	"$64,872,049.97"	$38.87	0.8804	"18,427,831"	"562,722"	"1,494,561"	"67,068"	"2,282,601"	"144,489"	"201,737"	"11,891"	"22,406,730"	"786,170"	"24,556,319"	"782,657"	"46,963,049"	"1,568,827"	0.71578	0.08531	0.18379	0.01513	0.47711	0.52289	29.81	2.11	3.12	0.27	35.31	0.9909
22660	4	"$383,868,838.50"	"8,839,963"	$43.42	0.9826	"$379,048,250.87"	$42.88	0.9712	"84,528,333"	"2,239,908"	"3,713,583"	"157,261"	"8,128,263"	"466,519"	"1,262,780"	"70,815"	"97,632,959"	"2,934,503"	"176,269,308"	"5,347,258"	"273,902,267"	"8,281,761"	0.76330	0.05359	0.15898	0.02413	0.35645	0.64355	31.78	1.32	2.70	0.44	36.24	0.9655
22744	15	"$2,104,737,690.50"	"49,784,428"	$42.28	0.9568	"$2,076,608,687.50"	$41.71	0.9447	"643,873,727"	"15,935,352"	"17,735,028"	"724,132"	"63,694,872"	"3,792,375"	"9,349,135"	"530,035"	"734,652,763"	"20,981,894"	"919,946,709"	"27,760,487"	"1,654,599,472"	"48,742,381"	0.75948	0.03451	0.18075	0.02526	0.44401	0.55599	31.62	0.85	3.07	0.46	36.00	0.9719
22900	3	"$240,213,711.83"	"7,119,192"	$33.74	0.7635	"$245,059,235.26"	$34.42	0.7796	"56,451,126"	"1,605,520"	"7,167,043"	"315,011"	"8,807,900"	"660,743"	0	0	"72,426,069"	"2,581,274"	"115,520,360"	"4,321,538"	"187,946,429"	"6,902,812"	0.62199	0.12204	0.25598	0.00000	0.38535	0.61465	25.90	3.01	4.34	0.00	33.25	1.0523
23060	8	"$645,666,701.32"	"16,623,928"	$38.84	0.8789	"$640,695,899.37"	$38.54	0.8729	"153,119,809"	"4,423,374"	"12,070,983"	"470,086"	"15,629,122"	"1,093,269"	"107,924"	"7,037"	"180,927,839"	"5,993,765"	"309,584,213"	"10,642,699"	"490,512,052"	"16,636,464"	0.73800	0.07843	0.18240	0.00117	0.36886	0.63114	30.73	1.94	3.10	0.02	35.79	0.9776
