CBSAGEO	# of provs in CBSAGEO	CBSAGEO unadjusted wages	CBSAGEO hours	CBSAGEO unadjusted AHW	CBSAGEO unadjusted wage index 	CBSAGEO occmix wages	CBSAGEO occmix AHW	CBSAGEO occmix wage index	cbsarnsal	cbsarnhr	cbsalpnstsal	cbsalpnsthr	cbsanaoratsal	cbsanaorathr	cbsamasal	cbsamahr	cbsanursesal	cbsanursehr	cbsaallothersal	cbsaallotherhr	cbsatotalsal	cbsatotalhr	cbsarnpct	cbsalpnstpct	cbsanaoratspct	cbsamapct	cbsanursevar	cbsaallothervar	cbsaadjrnahw	cbsaadjlpnstahw	cbsaadjnaoratahw	cbsaadjmaahw	cbsaadjnurseahw	cbsanurseoccmixfactor
41540	6	"$484,352,382.00"	"11,748,080"	$41.23	0.9330	"$479,521,391.73"	$40.82	0.9246	"144,978,974"	"4,189,004"	"3,601,717"	"161,635"	"16,477,133"	"1,205,746"	"237,133"	"16,941"	"165,294,956"	"5,573,325"	"223,979,076"	"8,225,830"	"389,274,032"	"13,799,155"	0.75162	0.02900	0.21634	0.00304	0.42462	0.57538	31.30	0.72	3.67	0.06	35.75	0.9787
41620	11	"$1,570,924,518.50"	"36,542,510"	$42.99	0.9728	"$1,600,507,492.30"	$43.80	0.9921	"315,597,595"	"9,530,083"	"35,769,292"	"1,488,341"	"39,820,457"	"2,779,977"	"20,216,021"	"1,283,832"	"411,403,365"	"15,082,232"	"714,919,523"	"23,685,682"	"1,126,322,888"	"38,767,914"	0.63187	0.09868	0.18432	0.08512	0.36526	0.63474	26.31	2.44	3.13	1.54	33.42	1.0470
41660	2	"$149,044,250.89"	"4,158,395"	$35.84	0.8110	"$151,651,694.74"	$36.47	0.8260	"47,300,704"	"1,207,516"	"8,114,685"	"362,364"	"5,150,238"	"373,813"	0	0	"60,565,627"	"1,943,693"	"59,944,333"	"2,145,106"	"120,509,960"	"4,088,799"	0.62125	0.18643	0.19232	0.00000	0.50258	0.49742	25.87	4.60	3.26	0.00	33.73	1.0374
41700	16	"$1,956,586,999.20"	"52,510,401"	$37.26	0.8432	"$1,949,079,361.70"	$37.12	0.8408	"582,420,244"	"15,642,939"	"52,938,657"	"2,222,055"	"38,742,816"	"2,332,644"	"26,649,385"	"1,881,211"	"700,751,102"	"22,078,849"	"847,210,941"	"31,209,575"	"1,547,962,043"	"53,288,424"	0.70850	0.10064	0.10565	0.08520	0.45269	0.54731	29.50	2.48	1.79	1.54	35.31	0.9909
41740	15	"$3,895,542,825.20"	"70,179,397"	$55.51	1.2562	"$3,801,154,326.90"	$54.16	1.2267	"1,207,954,118"	"21,708,435"	"32,325,232"	"966,992"	"78,488,810"	"3,906,637"	"15,174,974"	"643,161"	"1,333,943,134"	"27,225,225"	"1,475,440,345"	"39,246,029"	"2,809,383,479"	"66,471,254"	0.79736	0.03552	0.14349	0.02362	0.47482	0.52518	33.20	0.88	2.44	0.43	36.95	0.9470
41884	17	"$4,234,249,940.50"	"52,723,902"	$80.31	1.8174	"$4,163,565,284.80"	$78.97	1.7887	"1,246,638,205"	"15,102,899"	"38,100,451"	"858,397"	"96,765,085"	"3,253,511"	"12,918,498"	"420,321"	"1,394,422,239"	"19,635,128"	"1,660,548,301"	"34,200,025"	"3,054,970,540"	"53,835,153"	0.76918	0.04372	0.16570	0.02141	0.45644	0.54356	32.03	1.08	2.81	0.39	36.31	0.9636
41900	2	"$35,017,865.53"	"1,768,444"	$19.80	0.4481	"$33,500,666.03"	$18.94	0.4290	"12,372,810"	"693,462"	"1,743,850"	"154,382"	0	0	0	0	"14,116,660"	"847,844"	"16,372,129"	"1,039,947"	"30,488,789"	"1,887,791"	0.81791	0.18209	0.00000	0.00000	0.46301	0.53699	34.06	4.50	0.00	0.00	38.56	0.9074
41940	10	"$4,001,320,432.90"	"47,343,129"	$84.52	1.9126	"$3,880,054,099.50"	$81.96	1.8564	"1,411,383,088"	"16,937,582"	"33,114,172"	"758,239"	"70,344,824"	"2,263,405"	"36,887,965"	"1,235,773"	"1,551,730,049"	"21,194,999"	"1,419,512,413"	"27,903,215"	"2,971,242,462"	"49,098,214"	0.79913	0.03577	0.10679	0.05830	0.52225	0.47775	33.28	0.88	1.81	1.06	37.03	0.9449
41980	32	"$843,835,943.24"	"45,609,781"	$18.50	0.4186	"$840,092,220.43"	$18.42	0.4172	"200,181,738"	"10,685,748"	"51,964,134"	"4,262,271"	"11,042,844"	"1,037,418"	"1,964,608"	"137,019"	"265,153,325"	"16,122,456"	"308,905,750"	"21,069,058"	"574,059,074"	"37,191,513"	0.66279	0.26437	0.06435	0.00850	0.46189	0.53811	27.60	6.53	1.09	0.15	35.37	0.9893
42020	3	"$203,277,028.44"	"3,407,831"	$59.65	1.3499	"$191,086,709.56"	$56.07	1.2700	"79,143,188"	"1,377,906"	"2,464,751"	"66,037"	"2,040,357"	"96,303"	0	0	"83,648,296"	"1,540,246"	"70,467,087"	"1,730,497"	"154,115,383"	"3,270,743"	0.89460	0.04287	0.06252	0.00000	0.54276	0.45724	37.25	1.06	1.06	0.00	39.37	0.8887
42034	3	"$395,736,220.11"	"4,928,872"	$80.29	1.8169	"$389,341,252.31"	$78.99	1.7891	"104,598,084"	"1,261,272"	"3,914,559"	"73,609"	"10,303,574"	"290,201"	"157,649"	"5,775"	"118,973,866"	"1,630,857"	"164,290,199"	"3,204,318"	"283,264,065"	"4,835,175"	0.77338	0.04514	0.17794	0.00354	0.42001	0.57999	32.20	1.11	3.02	0.06	36.39	0.9615
42100	3	"$331,450,916.63"	"4,065,957"	$81.52	1.8448	"$319,560,220.08"	$78.59	1.7801	"110,479,795"	"1,383,371"	"4,070,200"	"101,934"	"5,788,389"	"188,165"	"447,546"	"15,615"	"120,785,930"	"1,689,086"	"117,387,056"	"2,327,349"	"238,172,985"	"4,016,435"	0.81901	0.06035	0.11140	0.00924	0.50714	0.49286	34.10	1.49	1.89	0.17	37.65	0.9293
42140	1	"$143,835,057.62"	"3,073,357"	$46.80	1.0591	"$145,481,659.95"	$47.34	1.0723	"25,919,953"	"634,925"	"1,358,951"	"42,932"	"5,017,177"	"264,093"	"258,343"	"14,034"	"32,554,423"	"955,984"	"73,688,401"	"2,021,052"	"106,242,825"	"2,977,037"	0.66416	0.04491	0.27625	0.01468	0.30642	0.69358	27.66	1.11	4.69	0.27	33.73	1.0374
42200	3	"$543,997,602.71"	"8,561,201"	$63.54	1.4379	"$535,972,362.87"	$62.60	1.4179	"160,931,935"	"2,840,993"	"6,674,199"	"199,506"	"12,596,321"	"620,411"	"188,260"	"10,122"	"180,390,715"	"3,671,032"	"247,713,680"	"5,308,417"	"428,104,395"	"8,979,449"	0.77389	0.05435	0.16900	0.00276	0.42137	0.57863	32.22	1.34	2.87	0.05	36.48	0.9592
42220	5	"$670,207,287.67"	"8,801,865"	$76.14	1.7230	"$648,301,002.96"	$73.65	1.6682	"218,802,061"	"2,827,819"	"4,990,948"	"115,676"	"13,528,809"	"449,698"	"1,393,898"	"51,011"	"238,715,716"	"3,444,204"	"248,788,362"	"5,151,710"	"487,504,078"	"8,595,914"	0.82104	0.03359	0.13057	0.01481	0.48967	0.51033	34.19	0.83	2.22	0.27	37.51	0.9328
42340	3	"$410,331,456.22"	"11,729,447"	$34.98	0.7916	"$407,796,043.29"	$34.77	0.7875	"135,796,269"	"3,793,787"	"7,293,608"	"355,489"	"13,771,445"	"1,056,599"	"90,968"	"7,257"	"156,952,289"	"5,213,132"	"178,129,653"	"6,259,665"	"335,081,942"	"11,472,797"	0.72774	0.06819	0.20268	0.00139	0.46840	0.53160	30.30	1.68	3.44	0.03	35.45	0.9870
42540	7	"$646,909,595.82"	"17,456,135"	$37.06	0.8387	"$650,551,528.48"	$37.27	0.8442	"148,123,499"	"4,047,137"	"14,293,978"	"594,179"	"14,699,067"	"952,072"	"7,195,399"	"382,260"	"184,311,944"	"5,975,647"	"274,494,536"	"10,036,341"	"458,806,480"	"16,011,989"	0.67727	0.09943	0.15933	0.06397	0.40172	0.59828	28.20	2.45	2.70	1.16	34.51	1.0139
42644	18	"$3,873,911,788.50"	"74,821,177"	$51.78	1.1718	"$3,839,575,797.90"	$51.32	1.1624	"1,083,002,258"	"21,850,335"	"33,906,799"	"1,091,626"	"111,105,387"	"4,976,202"	"33,803,596"	"1,441,622"	"1,261,818,040"	"29,359,785"	"1,730,087,355"	"46,221,211"	"2,991,905,395"	"75,580,996"	0.74423	0.03718	0.16949	0.04910	0.42174	0.57826	30.99	0.92	2.88	0.89	35.68	0.9807
42680	2	"$134,699,718.48"	"3,818,209"	$35.28	0.7984	"$137,752,941.58"	$36.08	0.8172	"40,423,205"	"1,120,092"	"2,657,744"	"88,531"	"5,847,163"	"424,640"	"1,709,769"	"97,954"	"50,637,882"	"1,731,218"	"54,628,521"	"2,026,891"	"105,266,403"	"3,758,109"	0.64700	0.05114	0.24528	0.05658	0.48105	0.51895	26.94	1.26	4.16	1.03	33.39	1.0479
42700	2	"$124,517,227.81"	"3,528,460"	$35.29	0.7986	"$124,825,541.47"	$35.38	0.8014	"28,993,848"	"764,656"	"5,323,751"	"200,158"	"2,290,182"	"166,018"	"258,140"	"17,713"	"36,865,921"	"1,148,545"	"84,328,299"	"2,804,431"	"121,194,220"	"3,952,975"	0.66576	0.17427	0.14455	0.01542	0.30419	0.69581	27.72	4.30	2.45	0.28	34.75	1.0069
43100	2	"$94,446,920.19"	"2,277,752"	$41.46	0.9382	"$94,471,813.14"	$41.48	0.9395	"22,084,109"	"618,242"	"1,054,286"	"41,554"	"2,561,611"	"163,632"	"871,153"	"45,170"	"26,571,159"	"868,597"	"45,427,650"	"1,302,749"	"71,998,809"	"2,171,346"	0.71177	0.04784	0.18839	0.05200	0.36905	0.63095	29.64	1.18	3.20	0.94	34.96	1.0009
43300	2	"$133,232,131.77"	"3,360,057"	$39.65	0.8973	"$127,198,777.11"	$37.86	0.8575	"41,709,393"	"1,311,722"	"1,813,841"	"86,172"	"1,931,573"	"143,620"	"17,388"	"1,336"	"45,472,194"	"1,542,851"	"43,331,137"	"1,630,532"	"88,803,331"	"3,173,382"	0.85019	0.05585	0.09309	0.00087	0.51206	0.48794	35.40	1.38	1.58	0.02	38.38	0.9117
43340	8	"$653,836,530.22"	"18,387,288"	$35.56	0.8047	"$655,207,310.32"	$35.63	0.8070	"166,010,278"	"5,075,446"	"12,668,888"	"673,987"	"20,134,252"	"1,536,140"	"489,676"	"30,620"	"199,303,094"	"7,316,193"	"296,376,999"	"11,095,588"	"495,680,093"	"18,411,781"	0.69373	0.09212	0.20996	0.00419	0.40208	0.59792	28.89	2.27	3.56	0.08	34.80	1.0055
43420	1	"$42,378,788.75"	"1,142,839"	$37.08	0.8391	"$42,461,221.86"	$37.15	0.8414	"13,736,568"	"350,531"	"755,878"	"29,368"	"2,295,523"	"116,902"	0	0	"16,787,969"	"496,801"	"22,826,571"	"753,995"	"39,614,540"	"1,250,796"	0.70558	0.05911	0.23531	0.00000	0.42378	0.57622	29.38	1.46	3.99	0.00	34.83	1.0046
43524	7	"$916,517,976.75"	"21,051,398"	$43.54	0.9853	"$898,428,955.89"	$42.68	0.9667	"280,055,644"	"6,990,815"	"11,986,865"	"419,640"	"26,182,559"	"1,499,886"	"679,466"	"36,611"	"318,904,534"	"8,946,952"	"411,343,553"	"12,281,142"	"730,248,087"	"21,228,094"	0.78136	0.04690	0.16764	0.00409	0.43671	0.56329	32.54	1.16	2.84	0.07	36.61	0.9557
43580	3	"$172,037,147.70"	"4,590,446"	$37.48	0.8482	"$171,328,940.13"	$37.32	0.8453	"42,052,106"	"1,191,806"	"3,265,116"	"146,800"	"4,914,571"	"294,436"	"473,298"	"28,412"	"50,705,091"	"1,661,453"	"84,158,388"	"3,028,981"	"134,863,480"	"4,690,434"	0.71733	0.08836	0.17722	0.01710	0.37597	0.62403	29.87	2.18	3.01	0.31	35.37	0.9893
43620	4	"$642,405,066.23"	"18,378,819"	$34.95	0.7909	"$644,872,466.10"	$35.09	0.7948	"133,747,843"	"4,587,486"	"15,010,698"	"732,812"	"20,381,081"	"1,201,664"	"3,568,163"	"214,048"	"172,707,786"	"6,736,010"	"291,690,424"	"10,564,428"	"464,398,210"	"17,300,438"	0.68104	0.10879	0.17839	0.03178	0.37190	0.62810	28.36	2.69	3.03	0.58	34.66	1.0095
43780	3	"$350,004,380.39"	"8,544,176"	$40.96	0.9269	"$353,822,837.50"	$41.41	0.9379	"85,075,920"	"2,514,034"	"4,204,592"	"148,275"	"15,231,539"	"984,873"	"825,101"	"50,091"	"105,337,153"	"3,697,273"	"151,079,822"	"4,648,246"	"256,416,975"	"8,345,519"	0.67997	0.04010	0.26638	0.01355	0.41080	0.58920	28.31	0.99	4.52	0.25	34.07	1.0270
43900	4	"$353,293,985.01"	"9,338,723"	$37.83	0.8561	"$350,425,721.15"	$37.52	0.8498	"88,352,724"	"2,632,402"	"5,508,020"	"226,954"	"9,905,679"	"668,945"	"426,919"	"30,404"	"104,193,342"	"3,558,706"	"158,165,366"	"6,283,478"	"262,358,708"	"9,842,183"	0.73971	0.06377	0.18797	0.00854	0.39714	0.60286	30.80	1.57	3.19	0.15	35.71	0.9798
44060	4	"$677,161,394.41"	"13,795,135"	$49.09	1.1109	"$663,465,885.20"	$48.09	1.0892	"218,148,123"	"4,535,805"	"12,731,665"	"389,164"	"19,326,552"	"942,349"	"160,376"	"9,233"	"250,366,716"	"5,876,551"	"266,370,871"	"7,461,633"	"516,737,587"	"13,338,184"	0.77185	0.06622	0.16036	0.00157	0.48451	0.51549	32.14	1.63	2.72	0.03	36.52	0.9581
44100	2	"$490,555,908.42"	"11,732,477"	$41.81	0.9461	"$485,726,132.03"	$41.40	0.9377	"106,296,165"	"3,191,057"	"5,774,384"	"249,518"	"10,390,948"	"747,571"	"1,291,862"	"77,060"	"123,753,359"	"4,265,206"	"194,509,535"	"7,346,315"	"318,262,895"	"11,611,521"	0.74816	0.05850	0.17527	0.01807	0.38884	0.61116	31.15	1.44	2.97	0.33	35.89	0.9749
44140	7	"$928,532,252.10"	"20,719,948"	$44.81	1.0140	"$942,256,125.57"	$45.48	1.0301	"195,941,084"	"4,313,071"	"11,661,414"	"383,835"	"30,853,267"	"1,566,074"	"5,142,111"	"282,051"	"243,597,876"	"6,545,031"	"398,070,632"	"11,633,792"	"641,668,509"	"18,178,823"	0.65898	0.05865	0.23928	0.04309	0.37963	0.62037	27.44	1.45	4.06	0.78	33.73	1.0374
44180	4	"$761,204,104.06"	"21,709,460"	$35.06	0.7934	"$775,495,106.44"	$35.72	0.8091	"148,428,425"	"5,032,976"	"11,680,021"	"571,332"	"28,936,937"	"2,200,249"	"2,588,651"	"186,362"	"191,634,034"	"7,990,919"	"443,166,863"	"14,378,550"	"634,800,897"	"22,369,469"	0.62984	0.07150	0.27534	0.02332	0.30188	0.69812	26.23	1.77	4.67	0.42	33.09	1.0574
44220	2	"$128,781,271.36"	"3,228,647"	$39.89	0.9027	"$127,147,268.81"	$39.38	0.8920	"35,547,352"	"976,119"	"1,760,364"	"80,483"	"3,201,593"	"237,172"	0	0	"40,509,309"	"1,293,775"	"53,956,269"	"1,953,669"	"94,465,578"	"3,247,444"	0.75447	0.06221	0.18332	0.00000	0.42883	0.57117	31.42	1.54	3.11	0.00	36.07	0.9701
44300	1	"$157,477,213.81"	"3,477,858"	$45.28	1.0247	"$157,125,645.93"	$45.18	1.0233	"31,680,850"	"852,100"	"2,062,158"	"85,321"	"4,445,091"	"217,287"	"821,076"	"35,782"	"39,009,175"	"1,190,490"	"70,199,140"	"2,216,526"	"109,208,315"	"3,407,016"	0.71576	0.07167	0.18252	0.03006	0.35720	0.64280	29.80	1.77	3.10	0.54	35.21	0.9938
44420	1	"$104,649,835.55"	"2,658,169"	$39.37	0.8909	"$104,701,665.08"	$39.39	0.8922	"22,140,948"	"640,207"	"2,308,594"	"101,229"	"2,922,078"	"174,241"	"110,704"	"7,518"	"27,482,324"	"923,195"	"51,868,789"	"1,758,272"	"79,351,113"	"2,681,467"	0.69347	0.10965	0.18874	0.00814	0.34634	0.65366	28.88	2.71	3.20	0.15	34.94	1.0014
44700	7	"$1,056,061,992.40"	"15,979,921"	$66.09	1.4956	"$1,025,575,496.50"	$64.18	1.4537	"246,704,475"	"3,927,375"	"10,225,252"	"292,648"	"10,624,883"	"480,702"	"4,516,819"	"233,937"	"272,071,429"	"4,934,662"	"307,275,249"	"7,563,086"	"579,346,678"	"12,497,748"	0.79588	0.05930	0.09741	0.04741	0.46962	0.53038	33.14	1.46	1.65	0.86	37.11	0.9429
44940	1	"$73,516,015.80"	"2,526,241"	$29.10	0.6585	"$75,670,449.99"	$29.95	0.6784	"19,645,017"	"664,352"	"1,627,202"	"79,903"	"3,566,634"	"328,662"	"90,370"	"5,888"	"24,929,223"	"1,078,805"	"33,528,649"	"1,540,999"	"58,457,872"	"2,619,804"	0.61582	0.07407	0.30465	0.00546	0.42645	0.57355	25.64	1.83	5.17	0.10	32.74	1.0687
45060	5	"$1,079,824,663.50"	"24,061,790"	$44.88	1.0156	"$1,077,274,011.80"	$44.77	1.0140	"281,151,760"	"7,624,882"	"23,772,990"	"988,250"	"30,838,169"	"1,809,101"	"5,063,656"	"293,174"	"340,826,576"	"10,715,407"	"485,648,906"	"15,265,884"	"826,475,482"	"25,981,290"	0.71158	0.09223	0.16883	0.02736	0.41239	0.58761	29.63	2.28	2.87	0.50	35.28	0.9918
45104	5	"$995,494,613.81"	"19,484,853"	$51.09	1.1561	"$1,010,071,826.00"	$51.84	1.1742	"252,163,721"	"5,666,645"	"19,148,025"	"642,146"	"43,399,614"	"2,041,985"	"2,116,351"	"111,070"	"316,827,711"	"8,461,846"	"322,831,639"	"8,990,461"	"639,659,350"	"17,452,307"	0.66967	0.07589	0.24132	0.01313	0.49531	0.50469	27.89	1.87	4.10	0.24	34.10	1.0261
45220	2	"$321,917,422.27"	"8,997,063"	$35.78	0.8097	"$327,710,610.91"	$36.42	0.8249	"92,199,867"	"2,710,891"	"4,393,829"	"222,059"	"12,512,553"	"1,011,376"	"2,604,013"	"182,292"	"111,710,262"	"4,126,618"	"138,822,670"	"5,300,097"	"250,532,932"	"9,426,715"	0.65693	0.05381	0.24509	0.04417	0.44589	0.55411	27.35	1.33	4.16	0.80	33.64	1.0401
45300	27	"$3,237,055,685.70"	"82,914,828"	$39.04	0.8835	"$3,235,815,239.90"	$39.03	0.8840	"977,226,730"	"25,864,184"	"62,616,331"	"2,665,369"	"122,188,677"	"7,696,136"	"5,284,274"	"315,594"	"1,167,316,011"	"36,541,282"	"1,421,723,719"	"46,471,102"	"2,589,039,730"	"83,012,384"	0.70781	0.07294	0.21061	0.00864	0.45087	0.54913	29.47	1.80	3.57	0.16	35.00	0.9997
45460	2	"$186,866,636.46"	"4,598,009"	$40.64	0.9197	"$185,886,244.54"	$40.43	0.9157	"51,436,726"	"1,478,196"	"3,540,400"	"147,363"	"6,734,738"	"408,235"	0	0	"61,711,864"	"2,033,794"	"75,130,966"	"2,576,979"	"136,842,830"	"4,610,773"	0.72682	0.07246	0.20073	0.00000	0.45097	0.54903	30.26	1.79	3.41	0.00	35.46	0.9867
45500	2	"$178,982,454.11"	"4,742,808"	$37.74	0.8540	"$177,596,221.12"	$37.45	0.8482	"43,191,290"	"1,477,359"	"9,652,637"	"451,288"	"2,804,369"	"210,203"	"1,188"	71	"55,649,484"	"2,138,921"	"77,065,263"	"2,710,584"	"132,714,747"	"4,849,505"	0.69070	0.21099	0.09828	0.00003	0.41932	0.58068	28.76	5.21	1.67	0.00	35.64	0.9818
45540	1	"$84,209,120.04"	"2,327,253"	$36.18	0.8187	"$85,163,997.40"	$36.59	0.8288	"23,508,795"	"651,794"	"1,266,574"	"59,392"	"3,462,453"	"253,528"	"1,456"	112	"28,239,278"	"964,827"	"36,012,682"	"1,384,108"	"64,251,961"	"2,348,935"	0.67556	0.06156	0.26277	0.00012	0.43951	0.56049	28.13	1.52	4.46	0.00	34.11	1.0258
45780	9	"$1,115,663,645.10"	"27,758,973"	$40.19	0.9095	"$1,108,311,182.10"	$39.93	0.9044	"259,493,970"	"7,691,437"	"14,179,709"	"608,938"	"27,261,394"	"1,746,569"	"6,854,673"	"425,573"	"307,789,746"	"10,472,517"	"498,228,656"	"17,265,037"	"806,018,401"	"27,737,554"	0.73444	0.05815	0.16678	0.04064	0.38186	0.61814	30.58	1.44	2.83	0.74	35.59	0.9831
45820	2	"$275,679,753.07"	"6,963,372"	$39.59	0.8959	"$280,909,714.57"	$40.34	0.9137	"71,993,761"	"2,202,396"	"7,848,931"	"386,514"	"12,319,009"	"814,064"	"181,856"	"12,532"	"92,343,557"	"3,415,506"	"107,184,198"	"3,295,970"	"199,527,755"	"6,711,476"	0.64482	0.11316	0.23834	0.00367	0.46281	0.53719	26.85	2.79	4.04	0.07	33.75	1.0367
45940	4	"$425,209,973.30"	"9,536,112"	$44.59	1.0091	"$435,745,200.27"	$45.69	1.0349	"102,879,594"	"2,484,793"	"5,592,114"	"181,626"	"14,192,254"	"873,475"	"7,665,778"	"395,695"	"130,329,740"	"3,935,589"	"186,057,279"	"5,510,758"	"316,387,019"	"9,446,347"	0.63136	0.04615	0.22194	0.10054	0.41193	0.58807	26.29	1.14	3.77	1.82	33.02	1.0597
46060	8	"$1,015,484,244.90"	"26,390,794"	$38.48	0.8708	"$1,036,599,046.30"	$39.28	0.8897	"277,755,132"	"7,385,798"	"16,385,918"	"662,994"	"42,995,017"	"2,828,815"	"8,513,819"	"519,568"	"345,649,886"	"11,397,175"	"415,737,899"	"14,612,434"	"761,387,785"	"26,009,609"	0.64804	0.05817	0.24820	0.04559	0.45397	0.54603	26.98	1.44	4.21	0.83	33.46	1.0457
46140	16	"$1,163,540,284.90"	"31,284,665"	$37.19	0.8416	"$1,171,706,969.10"	$37.45	0.8482	"346,770,145"	"9,583,990"	"29,322,685"	"1,331,322"	"38,872,207"	"2,649,025"	"9,135,485"	"571,154"	"424,100,523"	"14,135,492"	"514,520,414"	"17,955,107"	"938,620,936"	"32,090,599"	0.67801	0.09418	0.18740	0.04041	0.45183	0.54817	28.23	2.33	3.18	0.73	34.47	1.0151
46220	3	"$244,919,453.49"	"7,170,158"	$34.16	0.7730	"$257,404,477.71"	$35.90	0.8131	"54,911,075"	"1,867,367"	"3,894,220"	"197,559"	"5,840,853"	"481,868"	"10,582,627"	"835,126"	"75,228,775"	"3,381,920"	"97,791,355"	"3,537,277"	"173,020,130"	"6,919,197"	0.55216	0.05842	0.14248	0.24694	0.43480	0.56520	22.99	1.44	2.42	4.48	31.33	1.1168
46300	1	"$159,929,722.25"	"4,365,191"	$36.64	0.8291	"$170,087,194.52"	$38.96	0.8824	"26,026,437"	"720,893"	"4,256,866"	"198,430"	"5,302,748"	"333,518"	"4,260,941"	"280,006"	"39,846,992"	"1,532,847"	"69,914,858"	"2,842,943"	"109,761,850"	"4,375,790"	0.47030	0.12945	0.21758	0.18267	0.36303	0.63697	19.58	3.20	3.69	3.31	29.78	1.1749
46340	4	"$493,845,737.87"	"13,502,170"	$36.58	0.8278	"$492,593,119.48"	$36.48	0.8263	"120,689,301"	"3,512,669"	"8,929,673"	"432,879"	"11,157,001"	"890,454"	"1,015,747"	"75,663"	"141,791,722"	"4,911,665"	"195,010,773"	"7,462,072"	"336,802,495"	"12,373,737"	0.71517	0.08813	0.18129	0.01540	0.42099	0.57901	29.78	2.18	3.08	0.28	35.32	0.9907
46520	7	"$1,164,307,628.50"	"21,173,701"	$54.99	1.2444	"$1,163,603,374.60"	$54.96	1.2448	"354,726,878"	"6,125,903"	"11,201,840"	"371,191"	"37,472,353"	"1,667,165"	"9,761,537"	"454,581"	"413,162,608"	"8,618,840"	"447,793,726"	"12,772,056"	"860,956,334"	"21,390,896"	0.71076	0.04307	0.19343	0.05274	0.47989	0.52011	29.60	1.06	3.28	0.96	34.90	1.0026
46540	3	"$315,664,199.99"	"7,744,089"	$40.76	0.9224	"$317,433,238.33"	$40.99	0.9284	"83,665,317"	"2,159,425"	"8,028,775"	"340,525"	"7,566,630"	"569,607"	"2,011,335"	"115,451"	"101,272,057"	"3,185,009"	"131,367,575"	"4,925,115"	"232,639,632"	"8,110,124"	0.67800	0.10692	0.17884	0.03625	0.43532	0.56468	28.23	2.64	3.03	0.66	34.56	1.0124
46660	1	"$131,150,021.14"	"4,193,005"	$31.28	0.7079	"$131,999,886.22"	$31.48	0.7130	"33,923,039"	"1,029,443"	"3,902,485"	"183,147"	"3,870,358"	"313,087"	"105,270"	"6,781"	"41,801,152"	"1,532,458"	"55,539,861"	"2,149,484"	"97,341,013"	"3,681,942"	0.67176	0.11951	0.20430	0.00442	0.42943	0.57057	27.97	2.95	3.47	0.08	34.47	1.0151
46700	4	"$779,548,079.91"	"9,469,304"	$82.32	1.8629	"$766,764,087.61"	$80.97	1.8340	"237,783,298"	"2,807,281"	"5,984,206"	"139,684"	"16,587,888"	"500,041"	"6,847,945"	"262,788"	"267,203,337"	"3,709,794"	"301,860,628"	"6,137,301"	"569,063,965"	"9,847,095"	0.75672	0.03765	0.13479	0.07084	0.46955	0.53045	31.51	0.93	2.29	1.28	36.01	0.9717
47020	2	"$141,744,250.31"	"3,655,114"	$38.78	0.8776	"$139,140,927.11"	$38.07	0.8623	"39,463,668"	"1,059,083"	"4,429,209"	"198,535"	"2,200,432"	"147,766"	0	0	"46,093,309"	"1,405,384"	"70,927,974"	"2,495,882"	"117,021,283"	"3,901,266"	0.75359	0.14127	0.10514	0.00000	0.39389	0.60611	31.38	3.49	1.78	0.00	36.65	0.9547
47220	1	"$191,867,874.49"	"3,895,376"	$49.26	1.1147	"$195,372,754.19"	$50.16	1.1361	"48,773,323"	"1,119,125"	"1,473,420"	"49,683"	"8,212,697"	"379,294"	"3,073,376"	"142,992"	"61,532,816"	"1,691,094"	"74,687,778"	"2,275,511"	"136,220,594"	"3,966,605"	0.66178	0.02938	0.22429	0.08456	0.45171	0.54829	27.56	0.73	3.81	1.53	33.63	1.0404
47260	14	"$1,598,717,417.10"	"40,923,096"	$39.07	0.8841	"$1,597,101,920.50"	$39.03	0.8840	"414,513,406"	"11,411,680"	"35,457,009"	"1,445,948"	"41,758,303"	"2,884,081"	"6,901,133"	"468,057"	"498,629,852"	"16,209,766"	"674,894,122"	"23,409,801"	"1,173,523,974"	"39,619,567"	0.70400	0.08920	0.17792	0.02887	0.42490	0.57510	29.31	2.20	3.02	0.52	35.05	0.9983
47300	3	"$361,842,798.89"	"8,658,951"	$41.79	0.9457	"$361,739,760.94"	$41.78	0.9463	"118,178,051"	"2,520,111"	"4,759,784"	"223,107"	"11,814,623"	"800,750"	"75,754"	"5,126"	"134,828,212"	"3,549,094"	"162,421,258"	"5,645,443"	"297,249,470"	"9,194,537"	0.71007	0.06286	0.22562	0.00144	0.45359	0.54641	29.57	1.55	3.83	0.03	34.98	1.0003
47380	3	"$217,948,144.03"	"5,419,953"	$40.21	0.9099	"$219,880,082.97"	$40.57	0.9189	"58,640,199"	"1,703,480"	"7,130,925"	"322,320"	"6,102,450"	"470,356"	"1,321,597"	"94,721"	"73,195,171"	"2,590,876"	"120,024,371"	"3,985,303"	"193,219,541"	"6,576,179"	0.65749	0.12441	0.18154	0.03656	0.37882	0.62118	27.38	3.07	3.08	0.66	34.19	1.0234
47460	2	"$96,207,526.14"	"2,055,109"	$46.81	1.0593	"$96,352,014.99"	$46.88	1.0618	"19,577,839"	"438,119"	"1,027,538"	"35,495"	"2,402,537"	"138,462"	"176,421"	"10,489"	"23,184,335"	"622,565"	"52,847,384"	"1,430,392"	"76,031,719"	"2,052,957"	0.70373	0.05701	0.22241	0.01685	0.30493	0.69507	29.30	1.41	3.77	0.31	34.79	1.0057
