FY 2020 IPPS Final Rule: Implementation of Section 3133 of the Affordable Care Act- Medicare DSH- Supplemental Data																
Medicare CCN	Projected to Receive DSH in FY 2020	IHS or PR	Rural Community Hospital Demonstration	New Hospital	Medicaid Days 2013 (Annualized)	Length of 2013 Reporting Period	2017 SSI Days	2015 UCC (Annualized)	Length of 2015 Reporting Period	Factor 3	Total Uncompensated Care Payment	Estimated Per Claim Amount	BILLSV32	BILLSV33	BILLSV34	Claims Average
[1]	[2]	[3]	[4]	[5]	[6]	[7]	[8]	[9]	[10]	[11]	[12]	[13]	[14]	[15]	[16]	[17]
390219	YES	NO	NO	NO	"3,322"	365	659	"$2,828,924.52"	366	0.000094006	"$785,002.84"	$581.48	"1,297"	"1,333"	"1,419"	"1,350"
390220	YES	NO	NO	NO	"1,989"	365	274	"$852,991.04"	366	0.000028345	"$236,697.86"	$240.30	"1,060"	928	968	985
390222	NO	NO	NO	NO	"2,782"	365	908	"$2,145,222.68"	366	0.000071286	N/A	N/A	N/A	N/A	N/A	N/A
390223	YES	NO	NO	NO	"14,191"	365	"6,315"	"$10,323,095.55"	366	0.000343038	"$2,864,572.49"	$564.78	"4,889"	"5,120"	"5,207"	"5,072"
390225	YES	NO	NO	NO	"2,374"	365	351	"$4,929,969.23"	366	0.000163824	"$1,368,025.14"	$709.56	"1,928"	"1,963"	"1,894"	"1,928"
390226	YES	NO	NO	NO	"25,063"	365	"3,130"	"$8,498,178.32"	366	0.000282396	"$2,358,173.25"	$649.63	"3,653"	"3,583"	"3,653"	"3,630"
390228	NO	NO	NO	NO	"6,756"	365	660	"$4,383,171.31"	366	0.000145653	N/A	N/A	N/A	N/A	N/A	N/A
390231	YES	NO	NO	NO	"19,325"	365	"2,245"	"$10,786,010.29"	366	0.000358421	"$2,993,027.45"	$318.81	"8,696"	"9,435"	"10,032"	"9,388"
390233	NO	NO	NO	NO	"2,427"	365	413	"$3,824,324.40"	366	0.000127083	N/A	N/A	N/A	N/A	N/A	N/A
390236	YES	NO	NO	NO	379	365	104	"$893,155.00"	366	0.000029680	"$247,843.03"	$796.92	336	298	300	311
390237	NO	NO	NO	NO	"2,942"	365	"1,468"	"$1,327,724.40"	366	0.000044120	N/A	N/A	N/A	N/A	N/A	N/A
390256	YES	NO	NO	NO	"42,213"	365	"2,848"	"$19,829,585.37"	366	0.000658940	"$5,502,543.73"	$818.10	"6,389"	"6,686"	"7,104"	"6,726"
390258	YES	NO	NO	NO	"15,502"	365	"1,658"	"$8,366,746.41"	366	0.000278028	"$2,321,702.00"	$326.04	"7,264"	"6,988"	"7,110"	"7,121"
390265	NO	NO	NO	NO	"3,767"	365	"1,411"	"$7,946,736.12"	366	0.000264071	N/A	N/A	N/A	N/A	N/A	N/A
390266	NO	NO	NO	NO	635	365	142	"$526,176.42"	366	0.000017485	N/A	N/A	N/A	N/A	N/A	N/A
390267	NO	NO	NO	NO	"4,939"	365	"1,361"	"$4,853,632.38"	366	0.000161287	N/A	N/A	N/A	N/A	N/A	N/A
390268	SCH	NO	NO	NO	"5,109"	365	"1,034"	"$6,646,992.06"	366	0.000220881	N/A	$471.01	"3,862"	"4,079"	"3,808"	"3,916"
390270	YES	NO	NO	NO	"13,967"	365	"2,316"	"$14,941,342.81"	366	0.000496503	"$4,146,097.39"	$807.26	"5,244"	"5,036"	"5,128"	"5,136"
390272	YES	NO	NO	NO	"4,325"	365	272	"$305,141.00"	366	0.000010140	"$84,674.07"	$267.11	307	300	343	317
390278	YES	NO	NO	NO	"4,193"	365	769	"$367,971.86"	366	0.000012228	"$102,109.11"	$173.07	522	625	624	590
390290	YES	NO	NO	NO	"36,537"	365	"8,636"	"$7,953,713.00"	365	0.000264303	"$2,207,088.69"	$586.84	"3,867"	"3,667"	"3,748"	"3,761"
390302	NO	NO	NO	NO		365	N/A			0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
390304	YES	NO	NO	NO	"1,973"	365	"1,156"	"$1,325,902.00"	365	0.000044060	"$367,926.69"	$300.35	"1,308"	"1,266"	"1,100"	"1,225"
390307	YES	NO	NO	NO	17	365	9	"$36,280.00"	365	0.000001206	"$10,067.40"	$402.70	32	21	22	25
390312	NO	NO	NO	NO		365	N/A	"$12,011,786.99"	366	0.000399153	N/A	N/A	N/A	N/A	N/A	N/A
390314	NO	NO	NO	NO	54	365	19	"$89,810.00"	365	0.000002984	N/A	N/A	N/A	N/A	N/A	N/A
390316	NO	NO	NO	NO	25	365	11	"$93,240.00"	365	0.000003098	N/A	N/A	N/A	N/A	N/A	N/A
390318	NO	NO	NO	NO	9	349				0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
390321	NO	NO	NO	NO	106	365	38	"$492,627.00"	365	0.000016370	N/A	N/A	N/A	N/A	N/A	N/A
390322	NO	NO	NO	NO		365	N/A	"$126,949.00"	365	0.000004219	N/A	N/A	N/A	N/A	N/A	N/A
390323	NO	NO	NO	NO		365	N/A	$0.00	365	0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
390324	NO	NO	NO	NO		365	N/A	"$51,051.00"	365	0.000001696	N/A	N/A	N/A	N/A	N/A	N/A
390325	NO	NO	NO	NO	74	365	24	"$370,349.34"	366	0.000012307	N/A	N/A	N/A	N/A	N/A	N/A
390326	NO	NO	NO	NO	"1,516"	365	694	"$3,499,065.52"	366	0.000116274	N/A	N/A	N/A	N/A	N/A	N/A
390327	YES	NO	NO	NO	76	365	29	"$714,624.13"	366	0.000023747	"$198,302.21"	"$1,016.93"	218	210	156	195
390328	YES	NO	NO	NO	"2,199"	365	"1,060"	"$3,419,001.87"	366	0.000113614	"$948,744.36"	$439.84	"2,267"	"2,076"	"2,129"	"2,157"
390329	YES	NO	NO	NO	"8,571"	365	"1,024"	"$4,374,338.51"	366	0.000145360	"$1,213,842.27"	$387.56	"2,881"	"3,161"	"3,354"	"3,132"
390330	NO	NO	NO	YES			N/A			N/A	N/A	N/A	N/A	N/A	N/A	N/A
390331	NO	NO	NO	YES			N/A			N/A	N/A	N/A	N/A	N/A	N/A	N/A
400001	NO	YES	NO	NO		365	N/A	N/A	N/A	0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
400003	YES	YES	NO	NO	"6,653"	365	931	N/A	N/A	0.000202151	"$1,688,077.95"	"$3,944.11"	434	444	407	428
400004	NO	YES	NO	NO		365	N/A	N/A	N/A	0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
400005	YES	YES	NO	NO	"6,779"	365	949	N/A	N/A	0.000205989	"$1,720,130.06"	"$8,432.01"	204	208	199	204
400006	YES	YES	NO	NO	"8,518"	365	"1,193"	N/A	N/A	0.000258845	"$2,161,514.37"	"$4,638.44"	428	492	477	466
400007	YES	YES	NO	NO	"13,973"	365	"1,956"	N/A	N/A	0.000424585	"$3,545,542.41"	"$13,481.15"	385	326	77	263
400010	NO	YES	NO	NO	41	365	6	N/A	N/A	0.000001253	N/A	N/A	N/A	N/A	N/A	N/A
400011	YES	YES	NO	NO	"4,730"	365	662	N/A	N/A	0.000143723	"$1,200,173.56"	"$7,408.48"	161	145	179	162
400012	YES	YES	NO	NO	"1,211"	365	170	N/A	N/A	0.000036810	"$307,388.67"	"$2,984.36"	87	92	129	103
400013	YES	YES	NO	NO	"15,265"	365	"2,137"	N/A	N/A	0.000463848	"$3,873,408.82"	"$5,402.24"	789	732	630	717
400014	YES	YES	NO	NO		365	N/A	N/A	N/A	0.000000000	$0.00	$0.00	491	423	338	417
400015	YES	YES	NO	NO	"20,085"	365	"2,812"	N/A	N/A	0.000610317	"$5,096,508.55"	"$22,854.30"	255	217	198	223
400016	YES	YES	NO	NO	"10,753"	365	"1,505"	N/A	N/A	0.000326735	"$2,728,436.12"	"$1,193.54"	"2,248"	"2,153"	"2,456"	"2,286"
400018	YES	YES	NO	NO	"9,548"	365	"1,337"	N/A	N/A	0.000290138	"$2,422,828.12"	"$3,605.40"	751	674	591	672
400019	NO	YES	NO	NO	"3,897"	365	546	N/A	N/A	0.000118428	N/A	N/A	N/A	N/A	N/A	N/A
400021	YES	YES	NO	NO	"10,111"	365	"1,416"	N/A	N/A	0.000307251	"$2,565,727.13"	"$3,439.31"	801	763	673	746
400022	YES	YES	NO	NO	"10,984"	365	"1,538"	N/A	N/A	0.000333772	"$2,787,198.32"	"$4,178.71"	701	658	641	667
400032	YES	YES	NO	NO	"16,842"	365	"2,358"	N/A	N/A	0.000511773	"$4,273,615.06"	"$10,684.04"	498	384	319	400
400044	YES	YES	NO	NO	"20,973"	365	"2,936"	N/A	N/A	0.000637291	"$5,321,763.68"	"$3,989.33"	"1,441"	"1,378"	"1,184"	"1,334"
400048	YES	YES	NO	NO	"10,283"	365	"1,440"	N/A	N/A	0.000312475	"$2,609,353.61"	"$6,995.59"	351	355	414	373
400061	YES	YES	NO	NO	"19,565"	365	"2,739"	N/A	N/A	0.000594510	"$4,964,516.17"	"$7,567.86"	657	694	617	656
400079	YES	YES	NO	NO	"11,152"	365	"1,561"	N/A	N/A	0.000338863	"$2,829,711.89"	"$5,648.13"	582	530	391	501
400087	YES	YES	NO	NO	"13,423"	365	"1,879"	N/A	N/A	0.000407873	"$3,405,982.17"	"$4,529.23"	827	709	720	752
400098	YES	YES	NO	NO	"10,314"	365	"1,444"	N/A	N/A	0.000313408	"$2,617,144.06"	"$6,960.49"	395	391	341	376
400102	YES	YES	NO	NO	"18,418"	365	"2,579"	N/A	N/A	0.000559672	"$4,673,598.72"	"$7,868.01"	529	582	672	594
400103	YES	YES	NO	NO	"7,685"	365	"1,076"	N/A	N/A	0.000233523	"$1,950,059.46"	"$2,138.22"	914	902	920	912
400104	YES	YES	NO	NO	"8,513"	365	"1,192"	N/A	N/A	0.000258685	"$2,160,178.86"	"$3,949.14"	478	582	582	547
400105	YES	YES	NO	NO	"5,424"	365	759	N/A	N/A	0.000164807	"$1,376,237.60"	"$5,041.16"	291	296	231	273
400106	YES	YES	NO	NO	"6,428"	365	900	N/A	N/A	0.000195327	"$1,631,096.42"	"$5,034.25"	381	290	301	324
400109	NO	YES	NO	NO	613	365	86	N/A	N/A	0.000018632	N/A	N/A	N/A	N/A	N/A	N/A
400110	YES	YES	NO	NO	"3,919"	365	549	N/A	N/A	0.000119094	"$994,505.84"	"$3,539.17"	265	301	277	281
400111	YES	YES	NO	NO	"4,026"	365	564	N/A	N/A	0.000122346	"$1,021,661.10"	"$3,095.94"	361	313	317	330
400112	YES	YES	NO	NO	"12,182"	365	"1,705"	N/A	N/A	0.000370156	"$3,091,025.65"	"$4,641.18"	647	743	608	666
400113	YES	YES	NO	NO	"7,665"	365	"1,073"	N/A	N/A	0.000232910	"$1,944,940.02"	"$4,390.38"	463	466	401	443
400114	YES	YES	NO	NO	"21,400"	365	"2,996"	N/A	N/A	0.000650272	"$5,430,162.14"	"$4,865.74"	"1,168"	"1,132"	"1,048"	"1,116"
400115	YES	YES	NO	NO	"7,059"	365	988	N/A	N/A	0.000214492	"$1,791,134.40"	"$14,215.35"	131	108	139	126
400117	YES	YES	NO	NO	"5,989"	365	838	N/A	N/A	0.000181973	"$1,519,581.77"	"$2,883.46"	600	506	476	527
400118	YES	YES	NO	NO	"17,674"	365	"2,474"	N/A	N/A	0.000537042	"$4,484,624.81"	"$4,279.22"	"1,056"	"1,019"	"1,070"	"1,048"
400120	YES	YES	NO	NO	"35,828"	365	"5,016"	N/A	N/A	0.001088691	"$9,091,225.71"	"$8,190.29"	"1,276"	"1,071"	983	"1,110"
400121	NO	YES	NO	NO		365	N/A	N/A	N/A	0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
400122	NO	YES	NO	NO		365	N/A	N/A	N/A	0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
400123	YES	YES	NO	NO	"7,068"	365	990	N/A	N/A	0.000214785	"$1,793,582.82"	"$3,272.96"	585	531	528	548
400124	YES	YES	NO	NO	"9,485"	365	"1,328"	N/A	N/A	0.000288219	"$2,406,802.07"	"$5,942.72"	463	423	330	405
400125	YES	YES	NO	NO	"8,672"	365	"1,214"	N/A	N/A	0.000263510	"$2,200,466.59"	"$11,342.61"	256	176	149	194
400126	YES	YES	NO	NO	"2,886"	365	404	N/A	N/A	0.000087695	"$732,301.75"	"$2,905.96"	272	250	233	252
400127	YES	YES	NO	NO	"10,165"	365	"1,423"	N/A	N/A	0.000308877	"$2,579,304.76"	"$85,976.83"	67	5	19	30
400128	YES	YES	NO	NO	"6,873"	365	962	N/A	N/A	0.000208841	"$1,743,946.56"	"$11,107.94"	180	170	120	157
400130	YES	YES	NO	NO		365	N/A	N/A	N/A	0.000000000	$0.00	$0.00	11	24	24	20
400131	YES	YES	NO	NO		0	N/A	N/A	N/A	0.000000000	$0.00	$0.00	163	148	206	172
400132	NO	YES	NO	YES			N/A			N/A	N/A	N/A	N/A	N/A	N/A	N/A
400133	NO	YES	NO	YES			N/A			N/A	N/A	N/A	N/A	N/A	N/A	N/A
400134	NO	YES	NO	YES			N/A			N/A	N/A	N/A	N/A	N/A	N/A	N/A
410004	YES	NO	NO	NO	"4,620"	365	"1,788"	"$3,739,370.00"	365	0.000124260	"$1,037,643.83"	$553.12	"2,111"	"1,923"	"1,595"	"1,876"
410005	YES	NO	NO	NO	"1,746"	365	"1,153"	"$3,863,226.00"	365	0.000128376	"$1,072,012.83"	$829.73	"1,397"	"1,269"	"1,210"	"1,292"
410006	YES	NO	NO	NO	"2,395"	365	505	"$3,846,361.00"	365	0.000127815	"$1,067,332.94"	$687.71	"1,611"	"1,523"	"1,522"	"1,552"
410007	YES	NO	NO	NO	"40,699"	365	"7,965"	"$36,860,327.00"	365	0.001224874	"$10,228,431.78"	"$1,067.35"	"10,342"	"9,249"	"9,159"	"9,583"
410008	NO	NO	NO	NO	"1,297"	365	167	"$1,218,667.00"	365	0.000040496	N/A	N/A	N/A	N/A	N/A	N/A
410009	YES	NO	NO	NO	"12,735"	365	"2,282"	"$3,809,863.00"	365	0.000126602	"$1,057,205.05"	$252.32	"4,488"	"3,892"	"4,189"	"4,190"
410010	YES	NO	NO	NO	"38,917"	365	329	"$4,064,629.00"	365	0.000135068	"$1,127,900.48"	"$4,882.69"	259	252	181	231
410011	YES	NO	NO	NO	"4,474"	365	751	"$2,014,697.00"	365	0.000066949	"$559,061.53"	$295.80	"2,096"	"1,883"	"1,690"	"1,890"
410012	YES	NO	NO	NO	"5,672"	365	"3,624"	"$10,155,978.00"	365	0.000337485	"$2,818,198.77"	$424.56	"6,920"	"6,509"	"6,485"	"6,638"
410013	NO	NO	NO	NO	"1,161"	243	40	"$1,078,310.00"	365	0.000035832	N/A	N/A	N/A	N/A	N/A	N/A
420002	YES	NO	NO	NO	"14,660"	365	"2,417"	"$25,573,535.52"	366	0.000849812	"$7,096,441.75"	"$1,482.13"	"4,841"	"4,663"	"4,861"	"4,788"
420004	YES	NO	NO	NO	"76,826"	365	"8,464"	"$68,991,242.90"	366	0.002292589	"$19,144,491.61"	"$2,076.86"	"8,638"	"9,154"	"9,863"	"9,218"
420005	YES	NO	NO	NO	"3,351"	365	427	"$5,756,627.00"	365	0.000191294	"$1,597,415.74"	"$2,262.63"	795	679	643	706
420007	YES	NO	NO	NO	"38,135"	365	"6,001"	"$72,364,066.74"	365	0.002404668	"$20,080,421.96"	"$1,966.74"	"8,890"	"8,468"	"8,570"	"10,210"
420009	SCH	NO	NO	NO	"3,321"	365	561	"$12,246,451.00"	365	0.000406951	N/A	"$1,399.62"	"2,560"	"2,402"	"2,323"	"2,428"
420010	YES	NO	NO	NO	"5,492"	365	823	"$6,293,694.00"	365	0.000209140	"$1,746,447.33"	"$1,201.13"	"1,558"	"1,381"	"1,424"	"1,454"
420011	NO	NO	NO	NO	288	365	47	"$3,479,523.00"	365	0.000115625	N/A	N/A	N/A	N/A	N/A	N/A
420015	YES	NO	NO	NO	"3,442"	365	470	"$5,977,525.00"	365	0.000198634	"$1,658,713.08"	"$1,652.10"	980	"1,039"	993	"1,004"
420018	YES	NO	NO	NO	"65,475"	365	"4,897"	"$46,796,662.00"	365	0.001555060	"$12,985,681.45"	"$1,964.25"	"6,942"	"6,357"	"6,534"	"6,611"
420019	YES	NO	NO	NO	854	365	241	"$2,343,169.00"	365	0.000077864	"$650,209.76"	"$1,733.89"	458	353	313	375
420020	YES	NO	NO	NO	"4,577"	365	767	"$10,474,728.00"	365	0.000348077	"$2,906,649.22"	"$1,866.83"	"1,571"	"1,556"	"1,545"	"1,557"
420023	YES	NO	NO	NO	"8,726"	365	"1,804"	"$12,244,938.22"	366	0.000406901	"$3,397,867.72"	$484.79	"7,050"	"6,999"	"6,979"	"7,009"
420026	NO	NO	NO	NO	"2,559"	365	"1,246"	"$52,270,893.27"	396	0.001736969	N/A	N/A	N/A	N/A	N/A	N/A
420027	YES	NO	NO	NO	"15,068"	365	"2,792"	"$36,498,746.00"	365	0.001212859	"$10,128,096.08"	"$1,527.62"	"6,623"	"6,679"	"6,587"	"6,630"
420030	SCH	NO	NO	NO	"3,571"	365	"1,294"	"$7,812,754.00"	365	0.000259619	N/A	"$1,517.13"	"1,531"	"1,363"	"1,392"	"1,429"
420033	YES	NO	NO	NO	"2,264"	365	101	"$10,289,180.00"	365	0.000341911	"$2,855,161.21"	"$2,967.94"	"1,084"	967	834	962
420036	YES	NO	NO	NO	"5,709"	365	483	"$6,010,729.00"	365	0.000199737	"$1,667,926.91"	$915.44	"1,968"	"1,831"	"1,667"	"1,822"
420037	NO	NO	NO	NO	247	365	68	"$6,440,736.00"	365	0.000214027	N/A	N/A	N/A	N/A	N/A	N/A
420038	YES	NO	NO	NO	"2,449"	273	225	"$13,755,321.00"	365	0.000457091	"$3,816,986.28"	"$4,217.66"	"1,002"	894	819	905
420043	YES	NO	NO	NO	"1,916"	365	381	"$5,527,341.00"	365	0.000183674	"$1,533,790.80"	"$2,469.87"	649	663	552	621
420048	YES	NO	NO	NO	"3,357"	365	679	"$5,123,824.84"	396	0.000170265	"$1,421,818.44"	$841.81	"1,735"	"1,587"	"1,745"	"1,689"
420049	YES	NO	NO	NO	"9,455"	365	"1,363"	"$11,703,210.00"	365	0.000388899	"$3,247,542.68"	$938.87	"3,436"	"3,451"	"3,490"	"3,459"
420051	YES	NO	NO	NO	"31,725"	365	"7,577"	"$41,339,282.00"	365	0.001373710	"$11,471,304.25"	"$1,086.61"	"10,642"	"10,700"	"10,330"	"10,557"
420053	SCH	NO	NO	NO	"1,640"	365	222	"$4,043,191.76"	366	0.000134356	N/A	"$1,600.50"	708	697	697	701
420055	YES	NO	NO	NO	"2,878"	365	573	"$3,665,508.00"	365	0.000121805	"$1,017,147.75"	"$1,215.23"	974	829	709	837
420057	YES	NO	NO	NO	90	365	42	"$1,913,689.00"	365	0.000063592	"$531,032.66"	"$12,952.02"	69	43	12	41
420065	YES	NO	NO	NO	"9,463"	365	825	"$22,212,618.00"	365	0.000738129	"$6,163,815.31"	"$2,430.53"	"2,575"	"2,465"	"2,568"	"2,536"
420066	YES	NO	NO	NO	436	365	71	"$2,604,648.98"	366	0.000086553	"$722,768.26"	"$2,637.84"	346	263	213	274
420067	SCH	NO	NO	NO	"6,714"	365	"1,722"	"$13,819,669.00"	365	0.000459230	N/A	"$1,210.49"	"3,246"	"3,144"	"3,115"	"3,168"
420068	SCH	NO	NO	NO	"10,740"	365	"2,963"	"$14,152,272.00"	365	0.000470282	N/A	"$1,419.79"	"2,881"	"2,625"	"2,791"	"2,766"
420070	YES	NO	NO	NO	"12,620"	365	"3,296"	"$9,967,939.00"	365	0.000331236	"$2,766,019.52"	$770.05	"3,631"	"3,648"	"3,498"	"3,592"
420071	SCH	NO	NO	NO	"13,157"	365	"1,469"	"$13,983,506.00"	365	0.000464674	N/A	$936.14	"4,201"	"4,258"	"3,977"	"4,145"
420072	YES	NO	NO	NO	247	365	234	"$2,088,441.00"	365	0.000069399	"$579,524.87"	"$2,130.61"	290	250	276	272
420073	YES	NO	NO	NO	"20,736"	365	"4,146"	"$45,810,365.00"	365	0.001522285	"$12,711,992.30"	"$1,496.23"	"8,037"	"8,450"	"9,002"	"8,496"
420078	YES	NO	NO	NO	"65,494"	365	"3,762"	"$67,787,810.00"	365	0.002252599	"$18,810,549.07"	"$2,204.71"	"8,351"	"8,762"	"8,483"	"8,532"
420079	YES	NO	NO	NO	"16,441"	365	"3,401"	"$33,910,563.35"	366	0.001126853	"$9,409,897.09"	"$1,153.46"	"8,008"	"8,098"	"8,369"	"8,158"
420080	SCH	NO	NO	NO	"2,726"	365	221	"$6,747,386.00"	365	0.000224217	N/A	$621.42	"3,047"	"2,901"	"3,090"	"3,013"
420082	YES	NO	NO	NO	"12,753"	365	"1,764"	"$10,322,100.00"	365	0.000343005	"$2,864,296.23"	$835.07	"3,422"	"3,497"	"3,370"	"3,430"
420085	YES	NO	NO	NO	"9,432"	365	"1,837"	"$30,770,905.15"	366	0.001022522	"$8,538,668.25"	$972.51	"8,223"	"8,756"	"9,362"	"8,780"
420086	YES	NO	NO	NO	"23,276"	365	"2,102"	"$17,287,889.00"	365	0.000574479	"$4,797,244.29"	"$1,441.48"	"3,870"	"3,212"	"2,901"	"3,328"
420087	NO	NO	NO	NO	"4,773"	365	"1,849"	"$31,486,816.00"	365	0.001046311	N/A	N/A	N/A	N/A	N/A	N/A
420089	NO	NO	NO	NO	"2,109"	365	130	"$3,112,348.00"	365	0.000103424	N/A	N/A	N/A	N/A	N/A	N/A
420091	YES	NO	NO	NO	"12,210"	365	"3,269"	"$9,506,599.52"	366	0.000315906	"$2,638,001.68"	$628.10	"4,813"	"4,109"	"3,677"	"4,200"
420098	NO	NO	NO	NO	"3,952"	365	187	"$10,746,199.00"	365	0.000357098	N/A	N/A	N/A	N/A	N/A	N/A
420101	YES	NO	NO	NO	519	365	231	"$5,116,654.00"	365	0.000170027	"$1,419,828.60"	"$1,280.28"	"1,070"	"1,153"	"1,104"	"1,109"
420102	NO	NO	NO	NO	52	365	30	"$1,660,525.00"	365	0.000055179	N/A	N/A	N/A	N/A	N/A	N/A
420103	NO	NO	NO	NO	176	365	364	"$12,626,070.00"	365	0.000419566	N/A	N/A	N/A	N/A	N/A	N/A
420104	NO	NO	NO	NO	653	365	81	"$4,614,932.00"	365	0.000153355	N/A	N/A	N/A	N/A	N/A	N/A
420105	YES	NO	NO	NO	"3,707"	365	913	"$9,495,174.00"	365	0.000315526	"$2,634,831.20"	$978.76	"2,536"	"2,672"	"2,867"	"2,692"
420106	NO	NO	NO	NO			N/A	"$5,729,599.00"	365	0.000190395	N/A	N/A	N/A	N/A	N/A	N/A
420107	YES	NO	NO	NO		0	N/A	$0.00	79	0.000000000	$0.00	$0.00	720	844	844	803
420108	NO	NO	NO	YES			N/A			N/A	N/A	N/A	N/A	N/A	N/A	N/A
420109	NO	NO	NO	YES			N/A			N/A	N/A	N/A	N/A	N/A	N/A	N/A
430005	YES	NO	NO	NO	"1,949"	365	341	"$2,256,963.54"	366	0.000074999	"$626,288.46"	$452.19	"1,404"	"1,446"	"1,305"	"1,385"
430008	NO	NO	YES	NO	392	365	37	"$1,681,444.00"	365	0.000055875	N/A	N/A	N/A	N/A	N/A	N/A
430012	SCH	NO	NO	NO	"2,243"	365	265	"$1,917,283.17"	366	0.000063712	N/A	$362.91	"1,432"	"1,493"	"1,473"	"1,466"
430013	SCH	NO	YES	NO	"1,199"	365	214	"$2,850,823.52"	366	0.000094733	N/A	$847.89	984	950	866	933
430014	NO	NO	YES	NO	"1,063"	365	380	"$3,704,501.68"	366	0.000123101	N/A	N/A	N/A	N/A	N/A	N/A
430015	YES	NO	NO	NO	"1,276"	365	83	"$1,975,698.13"	366	0.000065653	"$548,239.67"	$878.59	639	582	652	624
430016	YES	NO	NO	NO	"26,888"	365	"3,034"	"$5,862,851.39"	366	0.000194823	"$1,626,892.12"	$219.29	"6,900"	"7,605"	"7,753"	"7,419"
430027	YES	NO	NO	NO	"24,985"	365	"2,222"	"$25,165,078.58"	366	0.000836239	"$6,983,098.37"	$825.91	"7,913"	"8,297"	"9,156"	"8,455"
430048	YES	NO	NO	NO	868	365	73	"$2,793,501.57"	366	0.000092828	"$775,173.27"	"$1,394.20"	553	591	523	556
430077	SCH	NO	NO	NO	"20,688"	365	"3,716"	"$26,043,879.90"	366	0.000865442	N/A	"$1,157.80"	"5,971"	"6,435"	"6,321"	"6,242"
430081	YES	NO	NO	NO	"1,821"	365	218	$0.00	365	0.000000000	$0.00	$0.00	250	143	7	133
430082	NO	YES	NO	NO	46	365		N/A	N/A	0.000001226	N/A	N/A	N/A	N/A	N/A	N/A
430083	YES	YES	NO	NO	78	365	36	N/A	N/A	0.000003039	"$25,374.59"	$517.85	53	49	46	49
430084	YES	YES	NO	NO	749	365	117	N/A	N/A	0.000023083	"$192,757.85"	"$1,835.79"	93	99	122	105
430089	NO	NO	NO	NO	92	365	39	"$117,350.00"	365	0.000003900	N/A	N/A	N/A	N/A	N/A	N/A
430090	NO	NO	NO	NO	52	365	44	"$185,965.00"	365	0.000006180	N/A	N/A	N/A	N/A	N/A	N/A
430091	NO	NO	NO	NO	84	365	34	"$387,813.00"	365	0.000012887	N/A	N/A	N/A	N/A	N/A	N/A
430093	NO	NO	NO	NO	6	365	1	"$131,340.16"	366	0.000004364	N/A	N/A	N/A	N/A	N/A	N/A
430095	NO	NO	NO	NO	332	365	131	"$478,080.19"	366	0.000015887	N/A	N/A	N/A	N/A	N/A	N/A
430097	YES	NO	NO	NO	776	365	112	"$3,637,506.23"	366	0.000120875	"$1,009,377.49"	"$1,502.05"	692	717	606	672
440001	YES	NO	NO	NO	184	123	125	"$296,313.00"	365	0.000009847	"$82,224.37"	$454.28	196	198	149	181
440002	YES	NO	NO	NO	"31,279"	365	"9,758"	"$33,777,292.55"	366	0.001122424	"$9,372,915.56"	$657.20	"12,702"	"12,561"	"12,641"	"14,262"
440003	YES	NO	NO	NO	"4,528"	365	"1,168"	"$7,740,085.29"	366	0.000257204	"$2,147,808.79"	$784.44	"2,620"	"2,771"	"2,824"	"2,738"
440006	YES	NO	NO	NO	"12,487"	365	"4,066"	"$21,069,301.00"	365	0.000700136	"$5,846,554.42"	"$1,311.77"	"4,466"	"4,498"	"4,406"	"4,457"
440007	YES	NO	NO	NO	517	365	293	"$892,883.00"	365	0.000029671	"$247,767.55"	$438.53	669	576	451	565
440008	YES	NO	NO	NO	105	365	40	"$1,436,121.00"	365	0.000047723	"$398,511.54"	"$2,033.22"	224	193	170	196
440009	SCH	NO	NO	NO	"3,691"	365	926	"$3,880,800.67"	366	0.000128960	N/A	$460.60	"2,417"	"2,336"	"2,261"	"2,338"
440010	NO	NO	NO	NO	134	365	87	"$446,007.06"	366	0.000014821	N/A	N/A	N/A	N/A	N/A	N/A
440011	YES	NO	NO	NO	"5,717"	365	"2,293"	"$10,342,626.04"	366	0.000343687	"$2,869,992.03"	$836.24	"3,373"	"3,406"	"3,518"	"3,432"
440012	YES	NO	NO	NO	"6,975"	365	"2,672"	"$13,918,741.46"	366	0.000462522	"$3,862,334.09"	$745.91	"4,864"	"5,283"	"5,388"	"5,178"
440015	YES	NO	NO	NO	"46,657"	365	"5,620"	"$39,559,670.00"	365	0.001314574	"$10,977,476.83"	"$1,262.21"	"8,510"	"8,322"	"9,258"	"8,697"
440016	YES	NO	NO	NO	132	365	86	"$892,612.00"	365	0.000029662	"$247,692.35"	$750.58	345	317	329	330
440017	YES	NO	NO	NO	"12,648"	365	"3,882"	"$14,384,656.98"	366	0.000478004	"$3,991,621.74"	$746.66	"4,847"	"5,492"	"5,700"	"5,346"
440018	YES	NO	NO	NO	"1,237"	365	622	"$1,683,101.76"	366	0.000055930	"$467,046.63"	$494.23	"1,016"	901	919	945
