PROVIDER_NUMBER,FYB,FYE,STATUS,C000001_20000_00500,C000001_20000_00600,C000001_20000_00700
040067,01-OCT-20,30-SEP-21,As Submitted,24824972,16438777,42551368
040076,01-JAN-21,31-DEC-21,As Submitted,18925095,30071231,48192860
040085,01-JAN-21,31-DEC-21,As Submitted,21491001,17313363,65392259
040118,01-OCT-20,30-SEP-21,Amended,207028438,520492427,738816338
040119,01-OCT-20,30-SEP-21,As Submitted,158956043,242335065,329474017
040153,01-OCT-20,30-SEP-21,As Submitted,14079865,21182998,47050995
040154,01-JAN-21,31-DEC-21,As Submitted,81384627,160236048,204544571
040156,01-OCT-20,30-SEP-21,As Submitted,18324655,14008120,152331468
040161,22-FEB-21,30-SEP-21,As Submitted,29847930,41403012,38763300
041304,01-JAN-21,31-DEC-21,As Submitted,,1767309,11629467
041307,01-OCT-20,30-SEP-21,As Submitted,,4460609,18446715
041310,01-OCT-20,30-SEP-21,As Submitted,,12088975,47273982
041311,01-OCT-20,30-SEP-21,As Submitted,,13790505,57031838
041316,01-JAN-21,31-DEC-21,As Submitted,,9549009,21612723
041323,01-OCT-20,30-SEP-21,As Submitted,35070704,20089738,48260517
041327,01-OCT-20,30-SEP-21,As Submitted,24589108,10185753,38171490
041330,01-JAN-21,31-DEC-21,As Submitted,,12704872,31063138
042011,01-OCT-20,30-SEP-21,As Submitted,8584484,24928577,1714743
043026,01-JAN-21,31-DEC-21,As Submitted,36411526,83964155,50568193
043029,01-JAN-21,31-DEC-21,As Submitted,23776884,62787970,2549
043031,01-JAN-21,31-DEC-21,As Submitted,25853487,53787238,13584
043032,01-JAN-21,31-DEC-21,As Submitted,21117040,46159962,1020
043033,01-JAN-21,31-DEC-21,As Submitted,5906020,9047420,657
043034,01-NOV-20,31-OCT-21,As Submitted,5515742,8559716,
043036,01-JAN-21,31-DEC-21,As Submitted,11299574,18587242,253834
043037,21-JUN-21,31-DEC-21,As Submitted,6460831,12939556,
044004,01-JAN-21,31-DEC-21,As Submitted,17866800,47023215,691500
044005,01-JAN-21,31-DEC-21,As Submitted,16775517,48564236,4016643
044006,01-JAN-21,31-DEC-21,As Submitted,14195579,37008641,1028270
044007,01-JAN-21,31-DEC-21,As Submitted,11842029,44203280,2590914
044019,01-JAN-21,31-DEC-21,As Submitted,12151895,31561200,1292700
044020,01-JAN-21,31-DEC-21,As Submitted,8535869,22622610,55680
044022,01-JAN-21,31-DEC-21,As Submitted,12169311,46745715,1957380
050002,01-OCT-20,30-SEP-21,As Submitted,109060758,361881455,116077368
050007,01-JAN-21,31-DEC-21,As Submitted,469756588,985881036,952795996
050008,01-JAN-21,31-DEC-21,As Submitted,212139284,432789727,270016789
050013,01-JAN-21,31-DEC-21,As Submitted,170242802,589194018,606466236
050014,01-JAN-21,31-DEC-21,As Submitted,79388042,145992477,202336978
050024,01-JAN-21,31-DEC-21,As Submitted,109387547,307315988,103951388
050026,01-OCT-20,30-SEP-21,As Submitted,809179317,2796754825,1620376709
050030,01-DEC-20,30-NOV-21,As Submitted,277316549,484224032,492022106
050036,01-JAN-21,31-DEC-21,As Submitted,449150584,1405679549,903433794
050043,01-JAN-21,31-DEC-21,As Submitted,369536274,1143162949,580724670
050047,01-JAN-21,31-DEC-21,As Submitted,850919345,1686909128,941969467
050055,01-JAN-21,31-DEC-21,As Submitted,248557743,355850645,202688208
050058,01-JAN-21,31-DEC-21,As Submitted,208252830,724600755,332959635
050063,01-JAN-21,31-DEC-21,As Submitted,358969826,1128239150,351643122
050072,01-JAN-21,31-DEC-21,As Submitted,596832327,961308877,1159913434
050077,01-OCT-20,30-SEP-21,As Submitted,801026319,2812663596,1076086518
050078,01-JAN-21,31-DEC-21,As Submitted,195990428,602749011,220712121
050089,01-JAN-21,31-DEC-21,As Submitted,215099030,925936383,301066551
050091,01-JAN-21,31-DEC-21,As Submitted,56583629,242012694,143574575
050099,01-JAN-21,31-DEC-21,As Submitted,348722234,1826154723,1261214893
050100,01-OCT-20,30-SEP-21,As Submitted,1023395899,3712213040,2245891941
050101,01-JAN-21,31-DEC-21,As Submitted,131413028,323822633,251471594
050103,01-JAN-21,31-DEC-21,As Submitted,375444714,1934528117,841736709
050108,01-JAN-21,31-DEC-21,As Submitted,1012782422,2801940444,1402623518
050116,01-JAN-21,31-DEC-21,As Submitted,368803137,2015496334,790028072
050121,01-JAN-21,31-DEC-21,As Submitted,284913914,554483263,805336752
050122,01-JAN-21,31-DEC-21,As Submitted,142548355,502532143,564350489
050124,01-JAN-21,30-JUN-21,As Submitted,90859061,212741850,161960341
050127,01-JAN-21,31-DEC-21,As Submitted,175931677,361823186,518119373
050131,01-JAN-21,31-DEC-21,As Submitted,64883868,121040477,165908205
050133,01-JAN-21,31-DEC-21,As Submitted,412161114,1236674427,670776293
050136,01-JAN-21,30-JUN-21,As Submitted,37400806,86871597,137210074
050139,01-JAN-21,31-DEC-21,As Submitted,783482883,1212039113,1487899559
050145,01-JAN-21,31-DEC-21,As Submitted,618879727,1464059703,790057809
050146,01-OCT-20,30-SEP-21,As Submitted,,2031520266,3102427255
050149,01-JAN-21,31-DEC-21,As Submitted,340419423,944748102,556821333
050150,01-JAN-21,31-DEC-21,As Submitted,173663498,374294935,402246860
050158,01-JAN-21,31-DEC-21,As Submitted,49620423,178092707,52125481
050169,01-OCT-20,30-SEP-21,As Submitted,582046136,2304505377,1911924365
050179,01-JAN-21,31-DEC-21,As Submitted,223400786,1347487110,1675030757
050180,01-JAN-21,31-DEC-21,As Submitted,804706347,3576308273,1437877562
050197,01-JAN-21,31-DEC-21,As Submitted,272174073,594506573,665565251
050204,01-JAN-21,31-DEC-21,As Submitted,193662385,1074206679,850994985
050222,01-OCT-20,30-SEP-21,As Submitted,491368611,1980170480,907182847
050224,01-JAN-21,31-DEC-21,As Submitted,1018617091,2029238751,2152108952
050230,01-JAN-21,31-DEC-21,As Submitted,62454746,219922568,80618156
050232,01-JAN-21,31-DEC-21,As Submitted,161709770,470461249,379954295
050234,01-OCT-20,30-SEP-21,As Submitted,132547839,267555060,302632790
050235,01-JAN-21,31-DEC-21,As Submitted,426689346,1616899147,845309814
050236,01-JAN-21,31-DEC-21,As Submitted,176346714,647492211,356220849
050238,01-JAN-21,31-DEC-21,As Submitted,246966965,1183915435,405684914
050239,01-JAN-21,31-DEC-21,As Submitted,446152602,2129420696,955719723
050254,01-NOV-20,31-OCT-21,As Submitted,259408102,551771493,667370620
050257,01-JAN-21,31-DEC-21,As Submitted,22838925,49459959,1756289
050272,01-OCT-20,30-SEP-21,As Submitted,265847025,1087732053,967219610
050278,01-JAN-21,31-DEC-21,As Submitted,470345055,1906332099,824691986
050289,27-JAN-21,30-JUN-21,As Submitted,149233553,617826172,287426664
050290,01-JAN-21,31-DEC-21,As Submitted,411825178,891616307,525025663
050291,01-JAN-21,31-DEC-21,As Submitted,224594710,584514342,512705106
050305,01-JAN-21,31-DEC-21,As Submitted,436316120,1053144673,688936365
050324,01-OCT-20,30-SEP-21,As Submitted,671000850,4184063056,1281316984
050329,01-JAN-21,31-DEC-21,As Submitted,180938831,824250310,569460591
050335,01-JAN-21,31-DEC-21,As Submitted,230612774,418075265,795388068
050336,01-JAN-21,31-DEC-21,As Submitted,203965798,924622166,753919068
050353,01-JAN-21,31-DEC-21,As Submitted,436588092,1337134879,681809742
050357,01-JAN-21,31-DEC-21,As Submitted,80043088,97521199,183625978
050367,01-JAN-21,31-DEC-21,As Submitted,551073911,2405536910,1909164193
050382,01-JAN-21,31-DEC-21,As Submitted,408132368,1302667348,569084186
050390,01-JAN-21,31-DEC-21,As Submitted,150345187,506832125,242061170
050393,01-OCT-20,30-SEP-21,As Submitted,167577187,722256825,433435934
050396,01-JAN-21,31-DEC-21,As Submitted,625540828,1649811095,599488754
050407,01-JAN-21,31-DEC-21,As Submitted,77500391,91161640,162003556
050417,01-JAN-21,31-DEC-21,As Submitted,75647340,118091721,208868984
050424,01-OCT-20,30-SEP-21,As Submitted,317925547,1030002058,892122220
050426,01-JAN-21,31-DEC-21,As Submitted,105206372,450137189,102657271
050468,01-JAN-21,31-DEC-21,As Submitted,118027378,554141220,167493642
050471,01-OCT-20,30-SEP-21,As Submitted,368482357,1519786530,523424028
050481,01-JAN-21,31-DEC-21,As Submitted,198476098,1676638701,767359572
050488,01-JAN-21,31-DEC-21,As Submitted,259497526,835055422,422828498
050496,01-JAN-21,31-DEC-21,As Submitted,495287521,2261868620,1121947823
050498,01-JAN-21,31-DEC-21,As Submitted,139534770,226058306,415791162
050503,01-OCT-20,30-SEP-21,As Submitted,304873674,1178250258,611537525
050515,01-JAN-21,31-DEC-21,As Submitted,1085317296,1668870189,2314577302
050517,01-JAN-21,31-DEC-21,As Submitted,91564969,216612713,128062206
050523,01-JAN-21,31-DEC-21,As Submitted,169065025,508123414,325514140
050526,01-JAN-21,31-DEC-21,As Submitted,53421234,168970324,51985148
050528,01-JAN-21,31-DEC-21,As Submitted,64893398,101229948,201226934
050543,01-JAN-21,31-DEC-21,As Submitted,44539649,97147068,6990639
050570,01-JAN-21,31-DEC-21,As Submitted,334628353,2240134700,910370111
050580,01-JAN-21,31-DEC-21,As Submitted,42903852,134860673,47157872
050624,01-OCT-20,30-SEP-21,As Submitted,330850666,1168078952,836420087
050641,01-JAN-21,31-DEC-21,As Submitted,55901541,221004687,58399181
050660,01-OCT-20,31-DEC-20,As Submitted,,49995155,232078094
050660,01-JAN-21,30-SEP-21,As Submitted,,153338075,776765208
050684,01-JAN-21,31-DEC-21,As Submitted,52549843,174129490,84401308
050696,01-OCT-20,31-DEC-20,As Submitted,303034972,603221070,441889996
050696,01-JAN-21,30-SEP-21,As Submitted,870149679,1931816525,1258444952
050701,01-JAN-21,31-DEC-21,As Submitted,284122268,1182022064,866286102
050724,01-JAN-21,31-DEC-21,As Submitted,84834859,224735849,173843269
050757,01-JAN-21,31-DEC-21,As Submitted,117038371,349888701,148894735
050761,01-JAN-21,31-DEC-21,As Submitted,291421034,886939815,410932736
050769,01-JAN-21,31-DEC-21,As Submitted,94932296,244919023,249905289
050771,01-JAN-21,31-DEC-21,As Submitted,42452803,172161835,62180744
051301,01-JAN-21,31-DEC-21,As Submitted,,75470599,119895887
051310,01-JAN-21,31-DEC-21,As Submitted,,159011822,119552442
051315,01-JAN-21,31-DEC-21,As Submitted,20444505,13065521,16998297
051316,01-JAN-21,31-DEC-21,As Submitted,,66912016,148455446
051321,01-JAN-21,30-JUN-21,As Submitted,24664741,20263566,29129466
051323,01-JAN-21,31-DEC-21,As Submitted,,4511473,22326632
051325,01-JAN-21,31-DEC-21,As Submitted,,27107786,80442170
051331,01-JAN-21,31-DEC-21,As Submitted,,3905141,50509653
051332,01-JAN-21,31-DEC-21,As Submitted,,62593754,130591342
051336,01-OCT-20,30-SEP-21,As Submitted,56356122,38049933,137503434
052047,01-JAN-21,31-DEC-21,As Submitted,33993195,278810839,5641150
053031,01-JAN-21,31-DEC-21,As Submitted,35555214,63394267,18624
053032,01-JAN-21,31-DEC-21,As Submitted,39818540,74303508,13118098
053034,01-JAN-21,31-DEC-21,As Submitted,28464792,43055369,
053039,01-JAN-21,31-DEC-21,As Submitted,112285783,448532021,2544430
053040,01-OCT-20,30-SEP-21,As Submitted,20767101,34492145,3048
053041,01-JAN-21,31-DEC-21,As Submitted,21235885,29699785,
053043,10-JUN-21,31-DEC-21,As Submitted,9598973,15193543,
053300,01-OCT-20,30-SEP-21,As Submitted,,1234766305,727565277
054053,01-JAN-21,31-DEC-21,As Submitted,35114500,94118718,5132940
054055,01-JAN-21,31-DEC-21,As Submitted,56713551,130460685,20680038
054069,01-JAN-21,31-DEC-21,As Submitted,43385846,75426899,7783040
054074,01-JAN-21,31-DEC-21,As Submitted,28077041,85812775,3401321
054077,01-JAN-21,31-DEC-21,As Submitted,20057643,29533475,2220370
054078,01-JAN-21,31-DEC-21,As Submitted,26198220,61555200,3757860
054087,01-JAN-21,31-DEC-21,As Submitted,38807573,103480200,9753960
054095,01-JAN-21,31-DEC-21,As Submitted,30355305,51059900,7133280
054096,01-JAN-21,31-DEC-21,As Submitted,36427099,48417966,28938914
054130,01-JAN-21,31-DEC-21,As Submitted,14375957,47630317,2346166
054131,01-JAN-21,31-DEC-21,As Submitted,45958224,69011745,22406889
054145,01-OCT-20,30-SEP-21,As Submitted,83026812,259007280,110964092
054148,01-JAN-21,31-DEC-21,As Submitted,989453,1460190,765089
054151,01-JAN-21,31-DEC-21,As Submitted,26035227,45617176,1431150
054153,01-JAN-21,31-DEC-21,As Submitted,9864160,10881404,
054155,01-JAN-21,31-DEC-21,As Submitted,19297306,36842025,918400
054156,01-JAN-21,31-DEC-21,As Submitted,33835148,28241296,19654
054157,01-JUN-21,31-DEC-21,As Submitted,8433944,10850587,
060001,01-JAN-21,31-DEC-21,As Submitted,301923017,531062454,512512254
060003,01-JAN-21,31-DEC-21,As Submitted,109194587,239965284,368241977
060011,01-JAN-21,31-DEC-21,As Submitted,770917454,1152405283,1576225073
060027,01-JAN-21,31-DEC-21,As Submitted,328275549,810294880,1053306754
060030,01-JAN-21,31-DEC-21,As Submitted,125457532,125028037,262152356
060032,01-JAN-21,31-DEC-21,As Submitted,240020474,1311598171,1493005254
060034,01-OCT-20,30-SEP-21,As Submitted,449124615,3692925476,2027000269
060044,01-NOV-20,31-OCT-21,As Submitted,24546370,38187187,77642184
060054,01-JAN-21,31-DEC-21,As Submitted,118327521,191811206,406577736
060064,01-JAN-21,31-DEC-21,As Submitted,276334690,784383283,737865578
060071,01-JAN-21,31-DEC-21,As Submitted,79400614,50817372,162174089
060075,01-JAN-21,31-DEC-21,As Submitted,166462672,173277219,314916712
060076,01-JAN-21,31-DEC-21,As Submitted,48504035,22809602,102511666
060096,01-NOV-20,31-OCT-21,As Submitted,190833215,91111644,283163238
060100,01-JAN-21,31-DEC-21,As Submitted,319120444,2333078001,1578944443
060103,01-JAN-21,31-DEC-21,As Submitted,131745778,225290571,439567925
060113,01-JAN-21,31-DEC-21,As Submitted,227748730,769809312,721035658
060114,01-JAN-21,31-DEC-21,As Submitted,217711996,690108532,773609833
060117,01-JAN-21,31-DEC-21,As Submitted,35056220,31434722,114235418
060125,01-JAN-21,31-DEC-21,As Submitted,86177115,233673515,379352758
060126,01-JAN-21,31-DEC-21,As Submitted,46524872,39276672,79911593
061300,01-JAN-21,31-DEC-21,As Submitted,,2053422,4303996
061301,01-JAN-21,31-DEC-21,As Submitted,,6198756,34792737
061302,01-JAN-21,31-DEC-21,As Submitted,,28970325,102854405
061303,01-JAN-21,31-DEC-21,As Submitted,,8809123,48565434
061306,01-JAN-21,31-DEC-21,As Submitted,,5486874,23004236
061309,01-JAN-21,31-DEC-21,As Submitted,,9213807,31375008
061310,01-JAN-21,31-DEC-21,As Submitted,,4506940,14032429
061313,01-JAN-21,31-DEC-21,As Submitted,,4009011,24625850
061314,01-JAN-21,31-DEC-21,As Submitted,,33148781,81560870
061316,01-JAN-21,31-DEC-21,As Submitted,,10612668,18242637
061318,01-JAN-21,31-DEC-21,As Submitted,,4821065,62125811
061319,01-JAN-21,31-DEC-21,As Submitted,,2820849,17028685
061320,01-JAN-21,31-DEC-21,As Submitted,,11202353,86426639
061321,01-JAN-21,31-DEC-21,As Submitted,,10002008,66600688
061322,01-JAN-21,31-DEC-21,As Submitted,,23280360,174722097
061323,01-JAN-21,31-DEC-21,As Submitted,,7373996,40690320
061324,01-JAN-21,31-DEC-21,As Submitted,,20702364,128650498
061328,01-JAN-21,31-DEC-21,As Submitted,,5427716,58434599
061343,01-JAN-21,31-DEC-21,As Submitted,,1011148,5980156
062011,01-OCT-20,30-SEP-21,Settled,109214464,214063808,18896815
063030,01-JAN-21,31-DEC-21,As Submitted,16468579,29380636,1202
063033,01-JAN-21,31-DEC-21,As Submitted,15962676,27184433,1339290
063035,01-JAN-21,31-DEC-21,As Submitted,13114460,22498530,2768
063036,22-APR-21,31-DEC-21,As Submitted,9854086,21120800,
063301,01-JAN-21,31-DEC-21,As Submitted,,1774047422,1600187599
063303,01-JAN-21,31-DEC-21,As Submitted,,360451551,252423555
064007,01-JAN-21,31-DEC-21,As Submitted,25075787,71785000,10421234
064009,01-JAN-21,31-DEC-21,As Submitted,19164566,69538250,7064066
064024,01-JAN-21,31-DEC-21,As Submitted,18693117,55971476,4317312
064026,01-JAN-21,31-DEC-21,As Submitted,28588603,60225740,9498699
064028,01-JAN-21,31-DEC-21,As Submitted,25611509,59905860,13253516
070002,01-OCT-20,30-SEP-21,As Submitted,735957738,1406518066,1432207044
070003,01-OCT-20,30-SEP-21,Amended,109782955,85480971,194284296
070004,01-OCT-20,30-SEP-21,As Submitted,60198721,53933320,71980336
070005,01-JAN-21,31-DEC-21,As Submitted,224326329,583306417,438546906
070006,01-OCT-20,30-SEP-21,As Submitted,533427746,872893948,1901712121
070007,01-OCT-20,30-SEP-21,As Submitted,362947404,363700794,729076001
070008,01-OCT-20,30-SEP-21,As Submitted,69647629,42100085,173781363
070010,01-OCT-20,30-SEP-21,As Submitted,611999692,1185946047,1332018150
070011,01-OCT-20,30-SEP-21,As Submitted,148460044,174067686,228655974
070012,01-JAN-21,31-DEC-21,As Submitted,42293698,12037294,100145308
070016,01-OCT-20,30-SEP-21,As Submitted,276867243,402781695,610400270
070017,01-OCT-20,30-SEP-21,As Submitted,302404682,411270931,448684220
070018,01-OCT-20,30-SEP-21,As Submitted,371745373,563253419,821381731
070020,01-OCT-20,30-SEP-21,As Submitted,362922644,529680048,709437354
070021,01-OCT-20,30-SEP-21,As Submitted,116148060,84562175,234337326
070022,01-OCT-20,30-SEP-21,As Submitted,2918918918,5342910237,5529162092
070024,01-OCT-20,30-SEP-21,As Submitted,355978524,474344247,661229161
070025,01-OCT-20,30-SEP-21,As Submitted,1391591710,2965722440,1607570614
070027,01-JAN-21,31-DEC-21,As Submitted,204912656,306774302,393630923
070028,01-OCT-20,30-SEP-21,As Submitted,431892952,836197215,543460066
070029,01-OCT-20,30-SEP-21,As Submitted,131962616,189768468,308247291
070031,01-OCT-20,30-SEP-21,As Submitted,194042528,345300328,533748406
070033,01-OCT-20,30-SEP-21,As Submitted,539386852,908745475,1111768298
070034,01-OCT-20,30-SEP-21,As Submitted,281113738,483256871,542713485
