PROV	MAC	CBSAGEO	FROM	TO	 RNSAL 	 RNHR 	rnahw	 LPNSTSAL 	 LPNSTHR 	lpnstahw	 naoratsal 	 NAORATHR 	naoratahw	MASAL	MAHR	maahw	nursesal	nursehr	nurseahw	allothersal	allotherhr	allotherahw	totalsal	totalhr	totalahw
050280	01011	39820	12/20/2015	12/24/2016	" 69,503,628 "	" 1,126,343 "	61.7073	" 2,362,508 "	" 55,371 "	42.6669	" 2,200,724 "	" 100,576 "	21.8812	"575,671 "	"28,083 "	20.4989	"74,642,531"	"1,310,373"	56.9628	"83,337,363"	"1,688,209"	49.3644	"157,979,894"	"2,998,582"	52.6849
050281	01011	31084	12/31/2015	12/29/2016	" 14,190,556 "	" 303,333 "	46.7821	" 684,769 "	" 22,588 "	30.3157	" 1,650,979 "	" 100,629 "	16.4066	0 	0 	0.0000	"16,526,304"	"426,550"	38.7441	"16,528,400"	"507,776"	32.5506	"33,054,704"	"934,326"	35.3781
050283	01011	36084	12/27/2015	12/24/2016	" 41,268,365 "	" 576,222 "	71.6189	" 2,733,308 "	" 69,063 "	39.5770	" 2,859,418 "	" 99,883 "	28.6277	"217,232 "	"7,622 "	28.5007	"47,078,323"	"752,790"	62.5385	"64,517,311"	"1,355,080"	47.6114	"111,595,634"	"2,107,870"	52.9424
050289	01011	41884	01/02/2016	12/17/2016	" 45,174,580 "	" 552,266 "	81.7986	" 942,228 "	" 20,264 "	46.4976	" 2,894,364 "	" 100,300 "	28.8571	"179,109 "	"6,839 "	26.1894	"49,190,281"	"679,669"	72.3739	"55,006,243"	"1,190,528"	46.2032	"104,196,524"	"1,870,197"	55.7142
050290	01011	31084	12/27/2015	12/24/2016	" 56,495,035 "	" 906,360 "	62.3318	" 3,260,839 "	" 94,246 "	34.5992	" 9,646,322 "	" 402,689 "	23.9548	"293,109 "	"13,480 "	21.7440	"69,695,305"	"1,416,775"	49.1929	"68,658,834"	"1,496,814"	45.8700	"138,354,139"	"2,913,589"	47.4858
050291	01011	42220	12/27/2015	12/24/2016	" 43,743,065 "	" 587,582 "	74.4459	" 773,946 "	" 20,392 "	37.9534	" 1,467,565 "	" 47,312 "	31.0189	"34,791 "	"1,523 "	22.8437	"46,019,367"	"656,809"	70.0651	"49,142,262"	"1,034,617"	47.4980	"95,161,629"	"1,691,426"	56.2612
050292	01011	40140	01/06/2016	12/22/2016	" 98,430,948 "	" 1,856,053 "	53.0324	" 6,555,852 "	" 258,106 "	25.3998	" 10,327,519 "	" 546,596 "	18.8942	"2,646,198 "	"144,257 "	18.3436	"117,960,517"	"2,805,012"	42.0535	"104,142,407"	"3,201,506"	32.5292	"222,102,924"	"6,006,518"	36.9770
050295	01011	12540	12/20/2015	12/24/2016	" 52,227,655 "	" 949,943 "	54.9798	" 2,153,532 "	" 72,932 "	29.5279	" 1,749,846 "	" 83,158 "	21.0424	0 	0 	0.0000	"56,131,033"	"1,106,033"	50.7499	"64,243,300"	"1,721,421"	37.3199	"120,374,333"	"2,827,454"	42.5734
050296	01011	41940	01/10/2016	12/25/2016	" 15,303,408 "	" 188,271 "	81.2839	" 731,908 "	" 13,476 "	54.3120	" 834,041 "	" 33,236 "	25.0945	0 	0 	0.0000	"16,869,357"	"234,983"	71.7897	"13,514,429"	"296,385"	45.5975	"30,383,786"	"531,368"	57.1803
050298	05901	40140	01/01/2016	12/31/2016	" 7,557,826 "	" 159,817 "	47.2906	" 399,768 "	" 10,987 "	36.3848	" 545,280 "	" 38,659 "	14.1049	0 	0 	0.0000	"8,502,873"	"209,463"	40.5937	"10,588,502"	"346,490"	30.5593	"19,091,376"	"555,953"	34.3399
050300	01011	40140	12/20/2015	12/17/2016	" 67,582,335 "	" 1,155,186 "	58.5034	" 2,425,448 "	" 69,297 "	35.0008	" 3,293,765 "	" 185,985 "	17.7098	"386,938 "	"17,257 "	22.4221	"73,688,486"	"1,427,725"	51.6125	"63,995,206"	"1,786,991"	35.8117	"137,683,692"	"3,214,716"	42.8292
050301	01011	05	12/20/2015	12/31/2016	" 15,237,439 "	" 268,582 "	56.7329	" 1,298,223 "	" 48,595 "	26.7152	" 508,908 "	" 26,456 "	19.2360	"473,877 "	"24,666 "	19.2117	"17,518,447"	"368,299"	47.5658	"39,454,914"	"1,036,486"	38.0660	"56,973,361"	"1,404,785"	40.5566
050305	01011	36084	12/20/2015	12/17/2016	" 111,055,169 "	" 1,412,084 "	78.6463	" 2,380,858 "	" 56,944 "	41.8105	" 5,959,759 "	" 162,462 "	36.6840	"2,335,197 "	"74,178 "	31.4810	"121,730,983"	"1,705,668"	71.3685	"140,377,408"	"2,966,471"	47.3213	"262,108,391"	"4,672,139"	56.1003
050308	01011	41940	12/20/2015	12/31/2016	" 153,202,727 "	" 1,743,315 "	87.8801	" 4,005,310 "	" 97,442 "	41.1046	" 7,631,809 "	" 224,894 "	33.9351	"264,557 "	"9,235 "	28.6472	"165,104,403"	"2,074,886"	79.5728	"161,826,917"	"3,152,499"	51.3329	"326,931,320"	"5,227,385"	62.5420
050309	01011	40900	12/20/2015	12/17/2016	" 106,194,184 "	" 1,538,667 "	69.0170	" 2,483,651 "	" 71,162 "	34.9014	" 10,248,785 "	" 378,547 "	27.0740	"1,026,203 "	"41,630 "	24.6506	"119,952,823"	"2,030,006"	59.0899	"110,034,199"	"2,353,023"	46.7629	"229,987,022"	"4,383,029"	52.4722
050313	01011	44700	12/27/2015	12/24/2016	" 20,936,755 "	" 336,018 "	62.3084	" 674,268 "	" 16,129 "	41.8047	" 1,407,865 "	" 57,852 "	24.3356	0 	0 	0.0000	"23,018,888"	"409,999"	56.1438	"30,419,061"	"712,965"	42.6656	"53,437,949"	"1,122,964"	47.5865
050315	01011	12540	12/22/2015	12/20/2016	" 40,040,892 "	" 749,317 "	53.4365	" 2,343,646 "	" 90,813 "	25.8074	" 3,903,218 "	" 221,718 "	17.6044	"1,866,685 "	"107,485 "	17.3669	"48,154,441"	"1,169,333"	41.1811	"54,679,421"	"1,549,595"	35.2863	"102,833,862"	"2,718,928"	37.8215
050320	01011	36084	12/27/2015	12/24/2016	" 95,077,799 "	" 1,176,933 "	80.7844	" 2,970,403 "	" 69,308 "	42.8580	" 4,726,809 "	" 164,094 "	28.8055	"1,708,261 "	"59,612 "	28.6563	"104,483,272"	"1,469,947"	71.0796	"95,864,859"	"2,054,288"	46.6657	"200,348,131"	"3,524,235"	56.8487
050324	01011	41740	12/27/2015	12/24/2016	" 69,768,020 "	" 1,314,749 "	53.0657	" 4,894,613 "	" 132,348 "	36.9829	" 5,757,645 "	" 307,867 "	18.7017	"13,362 "	809 	16.5167	"80,433,640"	"1,755,773"	45.8110	"131,411,174"	"3,467,728"	37.8955	"211,844,814"	"5,223,501"	40.5561
050327	01011	40140	12/20/2015	12/31/2016	" 153,975,503 "	" 3,063,753 "	50.2572	" 5,876,103 "	" 236,964 "	24.7975	" 10,795,553 "	" 650,551 "	16.5945	"473,020 "	"27,490 "	17.2070	"171,120,179"	"3,978,758"	43.0084	"208,011,997"	"5,706,329"	36.4529	"379,132,176"	"9,685,087"	39.1460
050329	12001	40140	01/01/2016	12/31/2016	" 21,148,801 "	" 482,824 "	43.8023	" 381,626 "	" 14,802 "	25.7821	" 1,238,232 "	" 73,575 "	16.8295	"11,560 "	658 	17.5684	"22,780,219"	"571,859"	39.8354	"26,241,941"	"775,695"	33.8302	"49,022,160"	"1,347,554"	36.3786
050334	01011	41500	12/21/2015	12/18/2016	" 70,784,948 "	" 888,934 "	79.6290	" 1,397,120 "	" 36,442 "	38.3382	" 4,240,821 "	" 137,150 "	30.9210	"3,830,796 "	"121,102 "	31.6328	"80,253,685"	"1,183,628"	67.8031	"84,181,966"	"1,708,465"	49.2735	"164,435,651"	"2,892,093"	56.8570
050335	01011	05	12/20/2015	12/31/2016	" 21,395,885 "	" 394,427 "	54.2455	" 2,570,957 "	" 94,790 "	27.1227	" 1,500,338 "	" 82,044 "	18.2870	"1,857,573 "	"95,397 "	19.4720	"27,324,753"	"666,658"	40.9877	"55,756,257"	"1,559,450"	35.7538	"83,081,010"	"2,226,108"	37.3212
050336	01011	44700	12/20/2015	12/31/2016	" 28,693,324 "	" 437,853 "	65.5319	" 2,118,085 "	" 77,986 "	27.1598	" 2,139,162 "	" 104,405 "	20.4891	"1,629,702 "	"84,178 "	19.3602	"34,580,273"	"704,422"	49.0903	"56,050,243"	"1,468,663"	38.1641	"90,630,516"	"2,173,085"	41.7059
050342	01011	20940	12/21/2015	12/18/2016	" 18,106,330 "	" 456,237 "	39.6862	" 426,329 "	" 19,179 "	22.2291	" 2,054,445 "	" 139,943 "	14.6806	"131,180 "	"9,144 "	14.3456	"20,718,284"	"624,504"	33.1756	"24,023,847"	"919,248"	26.1342	"44,742,131"	"1,543,751"	28.9827
050348	01011	11244	01/01/2016	12/31/2016	" 138,772,617 "	" 2,445,223 "	56.7525	" 3,799,127 "	" 125,431 "	30.2886	" 8,669,019 "	" 420,262 "	20.6277	"5,763,981 "	"258,372 "	22.3088	"157,004,744"	"3,249,288"	48.3197	"212,772,571"	"5,670,636"	37.5218	"369,777,315"	"8,919,924"	41.4552
050350	01011	31084	12/27/2015	12/24/2016	" 25,654,005 "	" 506,883 "	50.6113	" 1,186,205 "	" 32,565 "	36.4258	" 1,635,380 "	" 105,969 "	15.4326	"166,084 "	"10,385 "	15.9927	"28,641,674"	"655,802"	43.6743	"25,172,982"	"657,770"	38.2702	"53,814,656"	"1,313,572"	40.9682
050351	01011	31084	12/20/2015	12/26/2016	" 98,142,757 "	" 1,776,844 "	55.2343	" 11,995,490 "	" 314,615 "	38.1275	" 6,606,386 "	" 332,931 "	19.8431	0 	0 	0.0000	"116,744,633"	"2,424,390"	48.1542	"114,616,631"	"3,328,877"	34.4310	"231,361,264"	"5,753,267"	40.2139
050352	01011	40900	01/01/2016	12/31/2016	" 11,670,413 "	" 220,617 "	52.8990	" 322,607 "	" 10,422 "	30.9544	" 1,331,304 "	" 61,814 "	21.5373	"4,991 "	241 	20.7095	"13,329,315"	"293,094"	45.4780	"24,768,951"	"642,592"	38.5454	"38,098,266"	"935,686"	40.7169
050353	02001	31084	12/27/2015	12/24/2016	" 75,697,107 "	" 1,381,175 "	54.8063	" 1,709,927 "	" 50,936 "	33.5701	" 7,737,071 "	" 371,513 "	20.8258	0 	0 	0.0000	"85,144,105"	"1,803,624"	47.2072	"86,107,938"	"2,211,962"	38.9283	"171,252,043"	"4,015,586"	42.6468
050357	01011	42200	12/20/2015	12/20/2016	" 8,786,069 "	" 143,540 "	61.2099	" 805,842 "	" 20,846 "	38.6569	" 1,222,594 "	" 61,827 "	19.7744	0 	0 	0.0000	"10,814,505"	"226,213"	47.8067	"13,618,466"	"318,902"	42.7042	"24,432,971"	"545,115"	44.8217
050359	01011	47300	12/20/2015	12/31/2016	" 12,230,034 "	" 265,902 "	45.9945	" 721,258 "	" 34,983 "	20.6174	" 981,710 "	" 71,207 "	13.7867	"75,754 "	"5,126 "	14.7784	"14,008,756"	"377,218"	37.1370	"12,961,380"	"453,885"	28.5565	"26,970,136"	"831,103"	32.4510
050360	01011	42034	12/27/2015	12/20/2016	" 58,416,612 "	" 717,975 "	81.3630	" 2,041,796 "	" 37,393 "	54.6037	" 6,402,317 "	" 186,618 "	34.3071	0 	0 	0.0000	"66,860,725"	"941,986"	70.9785	"92,515,492"	"1,754,258"	52.7377	"159,376,217"	"2,696,244"	59.1105
050367	01011	46700	01/08/2016	12/23/2016	" 87,797,065 "	" 1,097,550 "	79.9937	" 1,704,791 "	" 44,537 "	38.2781	" 6,727,452 "	" 237,647 "	28.3086	"6,263,064 "	"242,380 "	25.8399	"102,492,372"	"1,622,114"	63.1844	"121,124,963"	"2,391,580"	50.6464	"223,617,335"	"4,013,694"	55.7136
050373	01011	31084	12/30/2015	12/30/2016	" 187,886,489 "	" 3,987,731 "	47.1161	" 12,927,078 "	" 535,441 "	24.1429	" 25,535,603 "	" 1,510,655 "	16.9037	"1,918,059 "	"99,427 "	19.2911	"228,267,229"	"6,133,254"	37.2180	"243,447,408"	"7,483,147"	32.5328	"471,714,637"	"13,616,401"	34.6431
050376	01011	31084	01/01/2016	12/31/2016	" 101,575,834 "	" 2,104,001 "	48.2775	" 9,338,941 "	" 418,562 "	22.3120	" 10,282,493 "	" 623,072 "	16.5029	"1,057,889 "	"57,705 "	18.3327	"122,255,157"	"3,203,340"	38.1649	"147,173,867"	"4,164,091"	35.3436	"269,429,024"	"7,367,431"	36.5703
050378	01011	31084	12/27/2015	12/24/2016	" 11,424,595 "	" 233,745 "	48.8763	" 6,294,598 "	" 233,328 "	26.9775	" 1,834,053 "	" 103,088 "	17.7911	0 	0 	0.0000	"19,553,246"	"570,161"	34.2943	"15,080,524"	"522,384"	28.8687	"34,633,770"	"1,092,545"	31.7001
050380	01011	41940	12/20/2015	12/31/2016	" 120,620,173 "	" 1,360,962 "	88.6286	" 1,107,047 "	" 19,744 "	56.0700	" 8,627,896 "	" 264,551 "	32.6134	"47,851 "	"1,425 "	33.5796	"130,402,967"	"1,646,682"	79.1913	"92,851,740"	"1,930,547"	48.0961	"223,254,707"	"3,577,229"	62.4100
050382	01011	31084	12/20/2015	12/17/2016	" 76,883,732 "	" 1,393,042 "	55.1913	" 1,364,757 "	" 43,555 "	31.3341	" 4,856,540 "	" 278,399 "	17.4445	0 	0 	0.0000	"83,105,029"	"1,714,996"	48.4579	"89,031,105"	"2,591,295"	34.3578	"172,136,134"	"4,306,291"	39.9732
050390	01011	40140	12/21/2015	12/18/2016	" 30,854,707 "	" 628,937 "	49.0585	" 939,585 "	" 36,661 "	25.6290	" 1,311,952 "	" 76,926 "	17.0547	0 	0 	0.0000	"33,106,244"	"742,524"	44.5861	"25,104,309"	"792,248"	31.6874	"58,210,553"	"1,534,772"	37.9278
050393	01011	31084	01/01/2016	12/30/2016	" 32,415,110 "	" 576,130 "	56.2635	" 1,137,126 "	" 36,285 "	31.3387	" 2,315,544 "	" 130,686 "	17.7184	0 	0 	0.0000	"35,867,780"	"743,101"	48.2677	"35,334,991"	"1,156,565"	30.5517	"71,202,771"	"1,899,666"	37.4817
050394	01011	37100	01/01/2016	12/31/2016	" 55,736,986 "	" 1,053,719 "	52.8955	" 5,647,795 "	" 214,600 "	26.3178	" 2,702,051 "	" 146,946 "	18.3881	"3,591,572 "	"180,555 "	19.8918	"67,678,404"	"1,595,820"	42.4098	"81,726,314"	"1,841,188"	44.3878	"149,404,718"	"3,437,008"	43.4694
050396	01011	42200	12/20/2015	12/18/2016	" 85,910,563 "	" 1,436,928 "	59.7877	" 3,977,152 "	" 113,577 "	35.0172	" 9,951,053 "	" 494,954 "	20.1050	"188,260 "	"10,122 "	18.5991	"100,027,028"	"2,055,581"	48.6612	"137,338,029"	"2,836,195"	48.4233	"237,365,057"	"4,891,776"	48.5233
050397	01011	23420	12/20/2015	12/17/2016	" 2,459,870 "	" 37,262 "	66.0155	" 13,770 "	 578 	23.8235	" 277,779 "	" 19,947 "	13.9259	"66,149 "	"4,867 "	13.5913	"2,817,568"	"62,654"	44.9703	"6,127,369"	"199,517"	30.7110	"8,944,937"	"262,171"	34.1187
050407	01011	41884	12/21/2015	12/18/2016	" 10,716,226 "	" 139,239 "	76.9628	" 768,131 "	" 16,967 "	45.2721	" 552,973 "	" 18,611 "	29.7122	0 	0 	0.0000	"12,037,330"	"174,817"	68.8567	"16,966,247"	"352,541"	48.1256	"29,003,577"	"527,358"	54.9979
050411	01011	31084	12/20/2015	12/17/2016	" 65,644,280 "	" 962,406 "	68.2085	" 2,569,630 "	" 83,707 "	30.6979	" 2,955,806 "	" 120,717 "	24.4854	"300,431 "	"12,490 "	24.0537	"71,470,147"	"1,179,320"	60.6028	"72,075,377"	"1,750,414"	41.1762	"143,545,524"	"2,929,734"	48.9961
050414	01011	40900	12/20/2015	12/24/2016	" 34,201,545 "	" 488,883 "	69.9585	" 848,960 "	" 21,840 "	38.8718	" 2,468,328 "	" 72,531 "	34.0314	0 	0 	0.0000	"37,518,833"	"583,254"	64.3267	"38,499,909"	"831,544"	46.2993	"76,018,742"	"1,414,798"	53.7312
050417	01011	05	12/20/2015	12/17/2016	" 8,770,449 "	" 155,627 "	56.3556	" 994,869 "	" 32,610 "	30.5081	" 177,465 "	" 9,807 "	18.0957	"351,222 "	"19,070 "	18.4175	"10,294,005"	"217,114"	47.4129	"16,444,559"	"463,346"	35.4909	"26,738,564"	"680,460"	39.2948
050423	01011	40140	01/02/2016	12/31/2016	" 3,729,224 "	" 80,042 "	46.5908	" 469,829 "	" 16,700 "	28.1335	" 136,818 "	" 9,623 "	14.2178	"37,085 "	"2,399 "	15.4585	"4,372,956"	"108,764"	40.2059	"5,268,213"	"171,246"	30.7640	"9,641,169"	"280,010"	34.4315
050424	01011	41740	12/27/2015	12/24/2016	" 30,176,101 "	" 556,819 "	54.1937	" 2,758,202 "	" 77,695 "	35.5004	" 2,550,430 "	" 137,852 "	18.5012	"53,037 "	"3,302 "	16.0621	"35,537,770"	"775,668"	45.8157	"73,148,747"	"1,843,579"	39.6776	"108,686,517"	"2,619,247"	41.4953
050425	01011	40900	12/27/2015	12/24/2016	" 92,702,344 "	" 1,059,722 "	87.4780	" 4,471,456 "	" 100,987 "	44.2775	" 4,886,394 "	" 154,134 "	31.7022	"180,950 "	"6,337 "	28.5545	"102,241,144"	"1,321,180"	77.3862	"100,995,164"	"2,130,740"	47.3991	"203,236,308"	"3,451,920"	58.8763
050426	01011	11244	12/20/2015	12/17/2016	" 18,664,468 "	" 405,511 "	46.0270	" 1,257,289 "	" 43,121 "	29.1572	" 965,462 "	" 61,768 "	15.6305	0 	0 	0.0000	"20,887,219"	"510,400"	40.9232	"20,107,754"	"671,636"	29.9385	"40,994,973"	"1,182,036"	34.6817
050438	01011	31084	12/21/2015	12/18/2016	" 125,613,604 "	" 2,131,276 "	58.9382	" 4,667,832 "	" 115,604 "	40.3778	" 16,721,968 "	" 746,896 "	22.3886	0 	0 	0.0000	"147,003,404"	"2,993,776"	49.1030	"127,927,151"	"3,292,250"	38.8571	"274,930,555"	"6,286,026"	43.7368
050441	01011	41940	12/20/2015	12/17/2016	" 513,268,862 "	" 6,160,392 "	83.3176	" 12,438,145 "	" 252,287 "	49.3016	" 15,939,962 "	" 534,893 "	29.8003	"28,824,824 "	"1,012,508 "	28.4687	"570,471,793"	"7,960,080"	71.6666	"453,111,839"	"8,273,936"	54.7638	"1,023,583,632"	"16,234,016"	63.0518
050444	01011	32900	12/20/2015	12/24/2016	" 48,863,749 "	" 811,436 "	60.2189	" 1,853,071 "	" 59,280 "	31.2596	" 1,542,306 "	" 77,650 "	19.8623	0 	0 	0.0000	"52,259,126"	"948,366"	55.1044	"60,608,508"	"1,563,096"	38.7747	"112,867,634"	"2,511,462"	44.9410
050454	01011	41884	12/20/2015	12/31/2016	" 396,163,750 "	" 4,688,517 "	84.4966	" 11,579,450 "	" 269,432 "	42.9773	" 47,651,570 "	" 1,663,908 "	28.6383	"177,895 "	"6,148 "	28.9354	"455,572,665"	"6,628,005"	68.7345	"576,726,658"	"11,387,335"	50.6463	"1,032,299,323"	"18,015,340"	57.3011
050455	01011	12540	12/20/2015	12/31/2016	" 61,190,638 "	" 1,185,960 "	51.5959	" 4,427,419 "	" 193,661 "	22.8617	" 760,354 "	" 44,473 "	17.0970	"289,954 "	"12,711 "	22.8113	"66,668,365"	"1,436,805"	46.4004	"81,986,103"	"2,252,444"	36.3987	"148,654,468"	"3,689,249"	40.2940
050457	01011	41884	12/27/2015	12/17/2016	" 39,316,834 "	" 459,000 "	85.6576	" 1,725,082 "	" 38,069 "	45.3146	" 1,575,633 "	" 52,205 "	30.1816	"477,189 "	"15,027 "	31.7554	"43,094,738"	"564,301"	76.3684	"54,713,577"	"1,052,062"	52.0060	"97,808,315"	"1,616,363"	60.5114
050464	04011	33700	01/01/2016	12/31/2016	" 134,239,364 "	" 2,059,389 "	65.1841	" 3,509,519 "	" 77,620 "	45.2141	" 7,759,376 "	" 384,126 "	20.2001	"1,196,560 "	"71,044 "	16.8425	"146,704,819"	"2,592,179"	56.5952	"79,912,576"	"1,973,013"	40.5028	"226,617,395"	"4,565,192"	49.6403
050468	01011	31084	01/01/2016	12/30/2016	" 16,034,056 "	" 364,798 "	43.9532	" 1,031,686 "	" 39,643 "	26.0244	" 794,066 "	" 48,495 "	16.3742	0 	0 	0.0000	"17,859,808"	"452,936"	39.4312	"27,789,479"	"765,178"	36.3177	"45,649,287"	"1,218,114"	37.4754
050471	01011	31084	12/27/2015	12/24/2016	" 60,713,862 "	" 956,558 "	63.4712	" 1,382,571 "	" 41,747 "	33.1179	" 4,513,696 "	" 201,016 "	22.4544	"21,607 "	808 	26.7413	"66,631,736"	"1,200,129"	55.5205	"72,717,666"	"1,730,115"	42.0305	"139,349,402"	"2,930,244"	47.5556
050481	01011	31084	12/20/2015	12/31/2016	" 47,583,315 "	" 732,163 "	64.9901	" 1,409,724 "	" 33,687 "	41.8477	" 4,708,408 "	" 168,096 "	28.0102	0 	0 	0.0000	"53,701,447"	"933,946"	57.4995	"49,890,195"	"1,086,135"	45.9337	"103,591,642"	"2,020,081"	51.2809
050485	01011	31084	12/20/2015	12/31/2016	" 112,542,144 "	" 1,997,855 "	56.3315	" 3,265,139 "	" 109,116 "	29.9236	" 13,887,088 "	" 696,148 "	19.9485	"34,172 "	"2,125 "	16.0809	"129,728,543"	"2,805,244"	46.2450	"119,611,229"	"2,979,770"	40.1411	"249,339,772"	"5,785,014"	43.1010
050488	01011	36084	12/20/2015	12/17/2016	" 73,423,372 "	" 953,780 "	76.9815	" 1,725,583 "	" 29,693 "	58.1141	" 2,744,536 "	" 89,854 "	30.5444	"1,903,592 "	"49,351 "	38.5725	"79,797,083"	"1,122,678"	71.0774	"78,046,584"	"1,553,026"	50.2545	"157,843,667"	"2,675,704"	58.9915
050492	01011	23420	01/09/2016	12/24/2016	" 57,504,615 "	" 1,094,895 "	52.5207	" 3,169,710 "	" 133,386 "	23.7634	" 4,481,459 "	" 299,747 "	14.9508	0 	0 	0.0000	"65,155,784"	"1,528,028"	42.6404	"55,806,593"	"1,784,241"	31.2775	"120,962,377"	"3,312,269"	36.5195
050496	01011	36084	12/27/2015	12/24/2016	" 78,745,700 "	" 974,963 "	80.7679	" 1,250,801 "	" 28,057 "	44.5807	" 7,415,270 "	" 230,445 "	32.1780	0 	0 	0.0000	"87,411,771"	"1,233,465"	70.8668	"121,662,556"	"2,107,832"	57.7193	"209,074,327"	"3,341,297"	62.5728
050498	01011	40900	12/20/2015	12/17/2016	" 22,152,812 "	" 318,223 "	69.6141	" 746,366 "	" 19,407 "	38.4586	" 1,238,062 "	" 52,507 "	23.5790	"274,983 "	"10,131 "	27.1427	"24,412,223"	"400,268"	60.9897	"29,936,568"	"648,878"	46.1359	"54,348,791"	"1,049,146"	51.8029
050502	01011	31084	01/09/2016	12/24/2016	" 39,419,542 "	" 714,123 "	55.1999	" 1,309,644 "	" 41,230 "	31.7643	" 2,154,408 "	" 126,003 "	17.0981	"132,562 "	"7,853 "	16.8804	"43,016,156"	"889,209"	48.3758	"32,602,203"	"870,473"	37.4534	"75,618,359"	"1,759,682"	42.9727
050503	01011	41740	12/27/2015	12/24/2016	" 37,385,321 "	" 706,763 "	52.8965	" 1,517,178 "	" 48,956 "	30.9906	" 3,310,877 "	" 183,439 "	18.0489	"4,329 "	280 	15.4607	"42,217,705"	"939,438"	44.9393	"65,496,541"	"1,753,990"	37.3415	"107,714,246"	"2,693,428"	39.9915
050506	04011	42020	01/01/2016	12/31/2016	" 32,706,116 "	" 549,728 "	59.4951	" 1,501,223 "	" 41,423 "	36.2413	" 1,068,498 "	" 47,240 "	22.6185	0 	0 	0.0000	"35,275,837"	"638,391"	55.2574	"23,699,902"	"615,572"	38.5006	"58,975,739"	"1,253,963"	47.0315
050510	01011	42034	12/27/2015	12/24/2016	" 34,144,628 "	" 391,960 "	87.1125	" 1,361,639 "	" 27,724 "	49.1141	" 3,370,144 "	" 85,772 "	39.2919	"157,649 "	"5,775 "	27.2985	"39,034,060"	"511,231"	76.3531	"49,877,479"	"990,900"	50.3355	"88,911,539"	"1,502,131"	59.1903
050512	01011	36084	12/27/2015	12/24/2016	" 36,102,467 "	" 398,357 "	90.6284	" 1,393,782 "	" 30,960 "	45.0188	" 1,760,338 "	" 51,677 "	34.0642	"38,213 "	"1,380 "	27.6906	"39,294,800"	"482,374"	81.4613	"49,328,419"	"1,039,626"	47.4482	"88,623,219"	"1,522,000"	58.2281
050515	01011	41740	12/20/2015	12/17/2016	" 141,712,720 "	" 2,076,822 "	68.2354	" 6,280,643 "	" 178,056 "	35.2734	" 8,992,537 "	" 329,961 "	27.2533	0 	0 	0.0000	"156,985,900"	"2,584,839"	60.7333	"116,563,876"	"2,739,542"	42.5487	"273,549,776"	"5,324,381"	51.3768
050516	01011	40900	12/20/2015	12/24/2016	" 110,044,961 "	" 1,585,193 "	69.4205	" 2,349,889 "	" 60,831 "	38.6298	" 6,957,268 "	" 190,843 "	36.4555	0 	0 	0.0000	"119,352,118"	"1,836,867"	64.9759	"126,673,731"	"2,762,107"	45.8613	"246,025,849"	"4,598,974"	53.4958
050517	01011	40140	12/27/2015	12/24/2016	" 16,154,845 "	" 364,295 "	44.3455	" 998,685 "	" 44,444 "	22.4706	" 895,695 "	" 60,817 "	14.7277	"200,880 "	"12,724 "	15.7875	"18,250,105"	"482,280"	37.8413	"15,538,352"	"609,182"	25.5069	"33,788,457"	"1,091,462"	30.9571
050523	01011	36084	12/20/2015	12/17/2016	" 45,535,813 "	" 614,365 "	74.1185	" 2,287,340 "	" 48,410 "	47.2493	" 2,039,154 "	" 69,708 "	29.2528	"1,112,452 "	"29,336 "	37.9211	"50,974,759"	"761,819"	66.9119	"48,083,263"	"1,028,725"	46.7406	"99,058,022"	"1,790,544"	55.3229
050526	01011	11244	12/20/2015	12/17/2016	" 9,060,024 "	" 214,714 "	42.1958	" 668,862 "	" 22,958 "	29.1342	" 369,696 "	" 24,007 "	15.3995	"69,756 "	"2,418 "	28.8486	"10,168,338"	"264,097"	38.5023	"8,797,974"	"300,058"	29.3209	"18,966,312"	"564,155"	33.6190
050528	01011	32900	12/27/2015	12/24/2016	" 9,188,238 "	" 151,008 "	60.8460	" 183,721 "	" 5,229 "	35.1350	" 771,136 "	" 36,488 "	21.1340	"215,939 "	"10,393 "	20.7774	"10,359,034"	"203,118"	51.0001	"12,943,905"	"331,060"	39.0984	"23,302,939"	"534,178"	43.6239
050534	04011	40140	01/01/2016	12/31/2016	" 30,312,533 "	" 505,009 "	60.0237	" 1,087,245 "	" 33,894 "	32.0778	" 1,280,713 "	" 68,733 "	18.6332	0 	0 	0.0000	"32,680,491"	"607,636"	53.7830	"23,081,948"	"588,146"	39.2453	"55,762,439"	"1,195,782"	46.6326
050537	01011	40900	12/20/2015	12/17/2016	" 22,054,828 "	" 307,640 "	71.6904	" 1,379,347 "	" 36,875 "	37.4060	" 953,375 "	" 37,616 "	25.3449	"43,535 "	"1,951 "	22.3142	"24,431,085"	"384,082"	63.6090	"27,637,936"	"608,855"	45.3933	"52,069,021"	"992,937"	52.4394
050541	01011	41884	12/27/2015	12/24/2016	" 57,549,534 "	" 640,479 "	89.8539	" 1,376,120 "	" 28,212 "	48.7778	" 2,947,128 "	" 77,345 "	38.1037	"47,545 "	"1,679 "	28.3175	"61,920,327"	"747,715"	82.8127	"71,810,334"	"1,447,261"	49.6181	"133,730,661"	"2,194,976"	60.9258
