PROV	MAC	CBSAGEO	FROM	TO	 RNSAL 	 RNHR 	rnahw	 LPNSTSAL 	 LPNSTHR 	lpnstahw	 naoratsal 	 NAORATHR 	naoratahw	MASAL	MAHR	maahw	nursesal	nursehr	nurseahw	allothersal	allotherhr	allotherahw	totalsal	totalhr	totalahw
230277	08001	47664	01/01/2016	12/31/2016	" 19,745,786 "	" 506,957 "	38.9496	" 740,052 "	" 31,566 "	23.4448	" 3,503,362 "	" 211,507 "	16.5638	548 	37 	14.8100	"23,989,748"	"750,068"	31.9834	"44,007,606"	"1,345,902"	32.6975	"67,997,354"	"2,095,970"	32.4420
230297	08001	19804	01/01/2016	12/31/2016	" 12,004,199 "	" 335,890 "	35.7385	" 2,772 "	 164 	16.8800	" 2,919,121 "	" 156,823 "	18.6141	"686,999 "	"40,671 "	16.8915	"15,613,091"	"533,548"	29.2628	"33,697,851"	"1,011,049"	33.3296	"49,310,942"	"1,544,597"	31.9248
230301	08001	47664	01/01/2016	12/31/2016	" 2,205,113 "	" 58,188 "	37.8965	" 439,427 "	" 17,126 "	25.6587	" 39,305 "	" 2,443 "	16.0883	0 	0 	0.0000	"2,683,845"	"77,757"	34.5159	"3,918,509"	"133,657"	29.3176	"6,602,354"	"211,414"	31.2295
230302	08001	47664	01/01/2016	12/31/2016	" 30,269,900 "	" 811,737 "	37.2903	" 1,610,722 "	" 59,888 "	26.8957	" 4,809,696 "	" 311,078 "	15.4614	"1,319,527 "	"81,538 "	16.1830	"38,009,844"	"1,264,240"	30.0654	"65,380,348"	"2,172,110"	30.0999	"103,390,192"	"3,436,350"	30.0872
230303	08001	23	01/01/2016	12/31/2016	" 5,009,258 "	" 149,563 "	33.4927	" 225,698 "	" 10,119 "	22.3041	" 1,124,425 "	" 51,025 "	22.0368	"245,533 "	"11,221 "	21.8825	"6,604,914"	"221,927"	29.7616	"10,278,863"	"374,297"	27.4618	"16,883,777"	"596,224"	28.3178
240001	06201	33460	01/01/2016	12/31/2016	" 69,326,274 "	" 1,409,775 "	49.1754	" 7,277,725 "	" 244,787 "	29.7308	" 849,176 "	" 48,132 "	17.6426	"7,311,633 "	"374,802 "	19.5080	"84,764,808"	"2,077,496"	40.8014	"76,045,727"	"2,240,266"	33.9450	"160,810,535"	"4,317,762"	37.2440
240002	06201	20260	01/01/2016	12/31/2016	" 61,093,675 "	" 1,407,107 "	43.4179	" 3,940,946 "	" 134,973 "	29.1980	" 8,234,814 "	" 383,871 "	21.4520	"258,334 "	"14,660 "	17.6217	"73,527,769"	"1,940,611"	37.8890	"85,033,821"	"2,781,029"	30.5764	"158,561,590"	"4,721,640"	33.5819
240004	06201	33460	01/01/2016	12/31/2016	" 95,303,476 "	" 2,044,027 "	46.6254	" 3,558,671 "	" 124,696 "	28.5388	" 12,876,784 "	" 604,435 "	21.3038	"6,988,202 "	"339,920 "	20.5584	"118,727,133"	"3,113,078"	38.1382	"206,053,279"	"6,110,323"	33.7222	"324,780,412"	"9,223,401"	35.2127
240006	06201	40340	01/01/2016	12/31/2016	" 12,136,249 "	" 297,927 "	40.7356	" 3,769,887 "	" 164,089 "	22.9746	" 245,552 "	" 13,737 "	17.8752	"1,925,012 "	"99,396 "	19.3671	"18,076,700"	"575,149"	31.4296	"32,742,335"	"1,119,810"	29.2392	"50,819,035"	"1,694,959"	29.9825
240010	06201	40340	01/01/2016	12/31/2016	" 317,242,530 "	" 7,378,881 "	42.9933	" 25,016,672 "	" 836,323 "	29.9127	" 28,442,286 "	" 1,413,935 "	20.1157	"13,945,498 "	"663,319 "	21.0238	"384,646,986"	"10,292,458"	37.3717	"405,039,894"	"11,809,891"	34.2967	"789,686,880"	"22,102,349"	35.7286
240014	06201	33460	01/01/2016	12/31/2016	" 7,887,043 "	" 187,388 "	42.0894	" 420,486 "	" 16,064 "	26.1757	" 251,816 "	" 15,246 "	16.5169	0 	0 	0.0000	"8,559,345"	"218,698"	39.1377	"16,835,865"	"527,326"	31.9269	"25,395,210"	"746,024"	34.0407
240018	06201	24	01/01/2016	12/31/2016	" 10,473,186 "	" 217,130 "	48.2347	" 2,350,884 "	" 97,386 "	24.1400	" 64,999 "	" 4,028 "	16.1368	"427,266 "	"23,771 "	17.9744	"13,316,335"	"342,314"	38.9009	"24,255,694"	"729,108"	33.2676	"37,572,029"	"1,071,422"	35.0674
240019	06201	20260	01/01/2016	12/31/2016	" 20,414,478 "	" 509,937 "	40.0333	" 5,097,928 "	" 189,982 "	26.8337	" 4,660,461 "	" 201,162 "	23.1677	"4,840,515 "	"270,556 "	17.8910	"35,013,382"	"1,171,637"	29.8842	"68,610,792"	"2,102,360"	32.6351	"103,624,174"	"3,273,997"	31.6507
240020	06201	33460	01/01/2016	12/31/2016	" 11,394,097 "	" 221,991 "	51.3270	" 506,762 "	" 13,866 "	36.5471	" 476,479 "	" 21,994 "	21.6636	"74,578 "	"3,325 "	22.4312	"12,451,916"	"261,176"	47.6764	"19,320,477"	"546,461"	35.3556	"31,772,392"	"807,637"	39.3399
240022	06201	24	01/01/2016	12/31/2016	" 5,494,484 "	" 159,364 "	34.4776	" 650,274 "	" 33,473 "	19.4268	" 28,918 "	" 1,921 "	15.0536	"6,755 "	485 	13.9278	"6,180,431"	"195,243"	31.6551	"10,231,320"	"379,086"	26.9894	"16,411,751"	"574,329"	28.5755
240030	06201	24	01/01/2016	12/31/2016	" 12,696,101 "	" 324,643 "	39.1079	" 2,972,377 "	" 149,705 "	19.8549	" 1,090,622 "	" 73,317 "	14.8754	0 	0 	0.0000	"16,759,100"	"547,665"	30.6010	"24,025,829"	"959,135"	25.0495	"40,784,929"	"1,506,800"	27.0672
240036	06201	41060	01/01/2016	12/31/2016	" 105,403,310 "	" 2,285,054 "	46.1273	" 11,499,644 "	" 508,944 "	22.5951	" 21,140,247 "	" 1,198,928 "	17.6326	"1,239,410 "	"71,295 "	17.3842	"139,282,611"	"4,064,221"	34.2704	"141,118,217"	"4,509,184"	31.2957	"280,400,828"	"8,573,405"	32.7059
240038	06201	33460	01/01/2016	12/31/2016	" 116,583,518 "	" 1,970,358 "	59.1687	" 2,759,255 "	" 98,801 "	27.9274	" 8,928,023 "	" 402,574 "	22.1774	"561,214 "	"28,677 "	19.5699	"128,832,010"	"2,500,411"	51.5243	"107,041,631"	"3,026,077"	35.3731	"235,873,641"	"5,526,488"	42.6806
240040	06201	20260	01/01/2016	12/31/2016	" 10,468,310 "	" 276,813 "	37.8172	" 2,315,048 "	" 118,328 "	19.5646	" 914,520 "	" 62,702 "	14.5853	"37,081 "	"2,550 "	14.5430	"13,734,959"	"460,393"	29.8331	"20,468,197"	"797,169"	25.6761	"34,203,156"	"1,257,562"	27.1980
240043	06201	24	01/01/2016	12/31/2016	" 19,536,078 "	" 495,868 "	39.3977	" 5,144,363 "	" 230,450 "	22.3231	" 1,093,504 "	" 65,045 "	16.8115	"853,753 "	"48,863 "	17.4724	"26,627,698"	"840,227"	31.6911	"55,471,997"	"1,720,543"	32.2410	"82,099,695"	"2,560,770"	32.0605
240044	06201	24	01/01/2016	12/31/2016	" 10,061,987 "	" 251,202 "	40.0554	" 1,701,395 "	" 84,054 "	20.2417	" 770,278 "	" 58,580 "	13.1492	"399,202 "	"27,058 "	14.7536	"12,932,862"	"420,894"	30.7271	"16,966,149"	"707,289"	23.9876	"29,899,011"	"1,128,183"	26.5019
240047	06201	20260	01/01/2016	12/31/2016	" 32,564,910 "	" 760,779 "	42.8047	" 4,095,587 "	" 153,201 "	26.7334	" 4,314,898 "	" 245,284 "	17.5914	"5,301,010 "	"280,807 "	18.8778	"46,276,405"	"1,440,071"	32.1348	"65,957,924"	"2,116,050"	31.1703	"112,234,329"	"3,556,121"	31.5609
240050	06201	33460	01/01/2016	12/31/2016	" 13,823,634 "	" 273,558 "	50.5327	" 592,656 "	" 19,067 "	31.0828	" 1,353,190 "	" 66,641 "	20.3056	"7,499 "	405 	18.4978	"15,776,979"	"359,672"	43.8649	"22,938,170"	"654,974"	35.0215	"38,715,149"	"1,014,646"	38.1563
240052	06201	24	01/01/2016	12/31/2016	" 8,786,692 "	" 214,039 "	41.0518	" 2,405,552 "	" 118,604 "	20.2822	" 335,970 "	" 21,285 "	15.7844	"198,263 "	"12,027 "	16.4848	"11,726,477"	"365,955"	32.0435	"23,847,519"	"981,810"	24.2893	"35,573,996"	"1,347,765"	26.3948
240053	06201	33460	01/01/2016	12/31/2016	" 77,116,153 "	" 1,623,438 "	47.5018	" 4,521,321 "	" 143,848 "	31.4312	" 12,953,260 "	" 642,932 "	20.1472	"97,626 "	"5,745 "	16.9932	"94,688,360"	"2,415,963"	39.1928	"140,030,313"	"4,219,551"	33.1861	"234,718,673"	"6,635,514"	35.3731
240056	06201	33460	01/01/2016	12/31/2016	" 19,734,016 "	" 422,365 "	46.7227	" 37,458 "	" 1,324 "	28.2915	" 1,098,816 "	" 56,102 "	19.5860	0 	0 	0.0000	"20,870,290"	"479,791"	43.4987	"58,501,177"	"1,826,126"	32.0357	"79,371,467"	"2,305,917"	34.4208
240057	06201	33460	01/01/2016	12/31/2016	" 182,120,187 "	" 3,061,244 "	59.4922	" 10,922,085 "	" 358,950 "	30.4279	" 13,921,305 "	" 602,685 "	23.0988	"229,635 "	"11,709 "	19.6116	"207,193,213"	"4,034,588"	51.3542	"208,302,733"	"5,706,954"	36.4998	"415,495,946"	"9,741,543"	42.6520
240059	06201	33460	01/01/2016	12/31/2016	" 7,810,553 "	" 155,309 "	50.2904	" 354,512 "	" 14,765 "	24.0108	" 1,026 "	 42 	24.2817	0 	0 	0.0000	"8,166,091"	"170,116"	48.0030	"12,062,153"	"372,721"	32.3624	"20,228,243"	"542,837"	37.2639
240063	06201	33460	01/01/2016	12/31/2016	" 42,307,605 "	" 868,340 "	48.7224	" 1,616,939 "	" 52,753 "	30.6513	" 5,027,198 "	" 235,791 "	21.3205	"196,203 "	"10,670 "	18.3882	"49,147,946"	"1,167,554"	42.0948	"66,408,761"	"2,085,239"	31.8471	"115,556,707"	"3,252,793"	35.5254
240064	06201	24	01/01/2016	12/31/2016	" 7,431,540 "	" 185,403 "	40.0832	" 1,785,097 "	" 87,428 "	20.4179	" 688,587 "	" 40,946 "	16.8170	"204,192 "	"10,243 "	19.9348	"10,109,416"	"324,020"	31.2000	"16,475,569"	"619,508"	26.5946	"26,584,985"	"943,528"	28.1761
240066	06201	33460	01/01/2016	12/31/2016	" 12,627,024 "	" 256,760 "	49.1783	" 1,286,737 "	" 43,775 "	29.3943	" 275,642 "	" 11,851 "	23.2590	0 	0 	0.0000	"14,189,403"	"312,386"	45.4227	"24,103,809"	"652,260"	36.9543	"38,293,212"	"964,646"	39.6966
240069	06201	24	01/01/2016	12/31/2016	" 8,596,525 "	" 199,170 "	43.1617	" 457,256 "	" 14,772 "	30.9539	" 170,814 "	" 11,635 "	14.6814	0 	0 	0.0000	"9,224,595"	"225,577"	40.8934	"10,873,588"	"328,107"	33.1404	"20,098,183"	"553,684"	36.2990
240071	06201	24	01/01/2016	12/31/2016	" 5,628,266 "	" 141,412 "	39.8006	" 263,310 "	" 8,980 "	29.3213	" 258,712 "	" 13,689 "	18.8991	0 	0 	0.0000	"6,150,288"	"164,081"	37.4833	"12,833,530"	"352,186"	36.4396	"18,983,818"	"516,267"	36.7713
240075	06201	24	01/01/2016	12/31/2016	" 16,136,697 "	" 402,210 "	40.1201	" 3,311,140 "	" 172,935 "	19.1467	" 975,500 "	" 61,261 "	15.9236	"779,569 "	"42,310 "	18.4251	"21,202,906"	"678,717"	31.2397	"37,431,061"	"1,282,021"	29.1969	"58,633,968"	"1,960,737"	29.9040
240076	06201	33460	01/01/2016	12/31/2016	" 10,360,127 "	" 212,685 "	48.7112	" 532,652 "	" 17,456 "	30.5134	" 798,565 "	" 40,722 "	19.6104	946 	48 	19.7169	"11,692,290"	"270,911"	43.1592	"17,958,910"	"499,067"	35.9849	"29,651,200"	"769,978"	38.5091
240078	06201	33460	01/01/2016	12/31/2016	" 68,763,767 "	" 1,447,698 "	47.4987	" 2,802,302 "	" 89,593 "	31.2782	" 6,624,684 "	" 333,711 "	19.8516	"326,963 "	"11,794 "	27.7225	"78,517,716"	"1,882,796"	41.7027	"88,851,150"	"2,400,871"	37.0079	"167,368,866"	"4,283,667"	39.0714
240080	06201	33460	01/01/2016	12/31/2016	" 174,482,047 "	" 3,644,406 "	47.8767	" 5,647,422 "	" 163,495 "	34.5419	" 14,164,787 "	" 687,917 "	20.5908	"358,103 "	"17,844 "	20.0682	"194,652,359"	"4,513,662"	43.1252	"271,800,803"	"7,311,268"	37.1756	"466,453,162"	"11,824,930"	39.4466
240084	06201	20260	01/01/2016	12/31/2016	" 8,915,451 "	" 209,718 "	42.5116	" 1,542,672 "	" 71,687 "	21.5196	" 298,545 "	" 19,680 "	15.1700	"40,406 "	"1,839 "	21.9717	"10,797,074"	"302,924"	35.6428	"16,758,631"	"598,113"	28.0192	"27,555,705"	"901,037"	30.5822
240088	06201	24	01/01/2016	12/31/2016	" 12,070,439 "	" 283,869 "	42.5212	" 733,635 "	" 28,912 "	25.3748	" 1,140,788 "	" 66,707 "	17.1015	0 	0 	0.0000	"13,944,862"	"379,488"	36.7465	"21,540,495"	"675,586"	31.8842	"35,485,357"	"1,055,074"	33.6331
240093	06201	31860	01/01/2016	12/31/2016	" 35,200,418 "	" 861,215 "	40.8730	" 915,498 "	" 34,622 "	26.4427	" 4,535,669 "	" 278,672 "	16.2760	"988,482 "	"57,651 "	17.1460	"41,640,067"	"1,232,160"	33.7944	"58,364,436"	"1,947,747"	29.9651	"100,004,503"	"3,179,907"	31.4489
240100	06201	24	01/01/2016	12/31/2016	" 16,856,572 "	" 447,262 "	37.6883	" 2,829,472 "	" 138,676 "	20.4034	" 2,281,374 "	" 132,754 "	17.1850	"13,025 "	794 	16.4145	"21,980,443"	"719,486"	30.5502	"48,077,635"	"1,584,602"	30.3405	"70,058,078"	"2,304,089"	30.4060
240101	06201	24	01/01/2016	12/31/2016	" 7,257,559 "	" 209,908 "	34.5749	" 2,229,248 "	" 117,835 "	18.9184	" 74,420 "	" 4,879 "	15.2517	"208,635 "	"11,998 "	17.3890	"9,769,862"	"344,621"	28.3496	"23,329,513"	"670,745"	34.7815	"33,099,375"	"1,015,365"	32.5985
240104	06201	33460	01/01/2016	12/31/2016	" 19,703,463 "	" 408,384 "	48.2473	" 758,681 "	" 23,050 "	32.9142	" 1,482,586 "	" 74,597 "	19.8745	"161,463 "	"7,299 "	22.1205	"22,106,193"	"513,331"	43.0642	"29,885,554"	"837,688"	35.6762	"51,991,747"	"1,351,019"	38.4834
240106	06201	33460	01/01/2016	12/31/2016	" 91,303,556 "	" 1,961,766 "	46.5415	" 4,189,550 "	" 149,022 "	28.1136	" 12,870,015 "	" 654,302 "	19.6698	"39,810 "	"2,048 "	19.4385	"108,402,931"	"2,767,138"	39.1751	"211,058,201"	"5,359,942"	39.3770	"319,461,132"	"8,127,080"	39.3082
240115	06201	33460	01/01/2016	12/31/2016	" 90,681,029 "	" 1,543,147 "	58.7637	" 3,359,009 "	" 104,466 "	32.1542	" 8,887,432 "	" 409,420 "	21.7073	"36,540 "	"2,119 "	17.2438	"102,964,010"	"2,059,152"	50.0031	"72,312,926"	"1,993,101"	36.2816	"175,276,936"	"4,052,253"	43.2542
240132	06201	33460	01/01/2016	12/31/2016	" 33,471,433 "	" 619,911 "	53.9939	" 1,265,054 "	" 39,791 "	31.7924	" 5,257,890 "	" 234,889 "	22.3846	0 	0 	0.0000	"39,994,377"	"894,591"	44.7069	"40,184,965"	"1,107,181"	36.2948	"80,179,342"	"2,001,772"	40.0542
240141	06201	33460	01/01/2016	12/31/2016	" 8,718,244 "	" 177,538 "	49.1063	" 381,113 "	" 12,127 "	31.4270	" 748,428 "	" 35,440 "	21.1181	0 	0 	0.0000	"9,847,785"	"225,105"	43.7475	"18,488,054"	"499,612"	37.0048	"28,335,839"	"724,717"	39.0992
240166	06201	24	01/01/2016	12/31/2016	" 7,353,397 "	" 194,152 "	37.8744	" 1,363,036 "	" 60,430 "	22.5558	" 385,172 "	" 22,742 "	16.9368	"211,298 "	"12,158 "	17.3787	"9,312,903"	"289,482"	32.1709	"18,067,176"	"574,616"	31.4422	"27,380,079"	"864,097"	31.6863
240187	06201	24	01/01/2016	12/31/2016	" 7,126,451 "	" 181,301 "	39.3073	" 716,630 "	" 27,714 "	25.8581	" 548,119 "	" 30,530 "	17.9535	"1,354,870 "	"75,749 "	17.8863	"9,746,070"	"315,294"	30.9111	"17,357,194"	"618,522"	28.0624	"27,103,264"	"933,816"	29.0242
240196	06201	33460	01/01/2016	12/31/2016	" 6,175,298 "	" 100,612 "	61.3772	" 1,228,854 "	" 40,718 "	30.1794	" 213,245 "	" 9,654 "	22.0898	0 	0 	0.0000	"7,617,397"	"150,984"	50.4517	"5,669,604"	"164,182"	34.5324	"13,287,001"	"315,166"	42.1587
240207	06201	33460	01/01/2016	12/31/2016	" 39,709,401 "	" 831,034 "	47.7831	" 5,721,368 "	" 209,189 "	27.3502	" 2,795,720 "	" 139,594 "	20.0275	"49,792 "	"2,791 "	17.8434	"48,276,281"	"1,182,608"	40.8219	"49,018,418"	"1,391,899"	35.2169	"97,294,699"	"2,574,507"	37.7916
240210	06201	33460	01/01/2016	12/31/2016	" 39,276,275 "	" 810,226 "	48.4757	" 1,292,869 "	" 43,550 "	29.6873	" 3,994,742 "	" 205,261 "	19.4617	"346,192 "	"19,419 "	17.8275	"44,910,079"	"1,078,456"	41.6429	"54,813,928"	"1,601,919"	34.2177	"99,724,006"	"2,680,375"	37.2052
240213	06201	33460	01/01/2016	12/31/2016	" 21,223,958 "	" 444,078 "	47.7933	" 692,933 "	" 20,218 "	34.2733	" 2,212,641 "	" 108,074 "	20.4734	"53,015 "	"2,853 "	18.5838	"24,182,547"	"575,222"	42.0403	"30,030,046"	"879,593"	34.1409	"54,212,593"	"1,454,815"	37.2643
240214	06201	33460	01/01/2016	12/31/2016	" 28,529,463 "	" 614,718 "	46.4107	" 1,904,618 "	" 65,801 "	28.9451	" 1,490,085 "	" 77,592 "	19.2041	"2,210,641 "	"102,621 "	21.5418	"34,134,807"	"860,732"	39.6579	"17,527,609"	"535,370"	32.7392	"51,662,416"	"1,396,102"	37.0048
250001	07001	27140	01/01/2016	12/31/2016	" 105,074,340 "	" 3,233,474 "	32.4958	" 5,496,199 "	" 269,037 "	20.4292	" 6,253,028 "	" 558,843 "	11.1892	"546,650 "	"38,798 "	14.0895	"117,370,217"	"4,100,152"	28.6258	"161,879,719"	"5,808,543"	27.8692	"279,249,936"	"9,908,695"	28.1823
250002	07001	25	01/01/2016	12/31/2016	" 1,813,334 "	" 58,682 "	30.9011	" 92,349 "	" 4,629 "	19.9490	" 103,835 "	" 9,166 "	11.3280	0 	0 	0.0000	"2,009,517"	"72,477"	27.7262	"4,786,201"	"167,905"	28.5054	"6,795,718"	"240,382"	28.2705
250004	07001	25	12/21/2015	12/18/2016	" 55,753,406 "	" 1,800,979 "	30.9573	" 2,538,659 "	" 134,254 "	18.9094	" 3,923,130 "	" 318,852 "	12.3039	"61,852 "	"4,248 "	14.5603	"62,277,047"	"2,258,333"	27.5766	"108,860,083"	"4,316,373"	25.2203	"171,137,130"	"6,574,706"	26.0296
250006	10001	25	12/20/2015	12/31/2016	" 7,449,836 "	" 259,027 "	28.7608	" 570,193 "	" 35,728 "	15.9593	" 201,557 "	" 20,423 "	9.8691	"179,633 "	"11,980 "	14.9944	"8,401,219"	"327,158"	25.6794	"12,961,565"	"508,838"	25.4729	"21,362,784"	"835,996"	25.5537
250007	05901	25060	01/01/2016	12/31/2016	" 10,630,399 "	" 336,374 "	31.6029	" 1,568,524 "	" 64,584 "	24.2866	" 1,718,976 "	" 124,306 "	13.8286	0 	0 	0.0000	"13,917,898"	"525,264"	26.4970	"21,677,410"	"777,201"	27.8917	"35,595,308"	"1,302,464"	27.3292
250009	07001	25	01/01/2016	12/31/2016	" 15,669,685 "	" 579,714 "	27.0300	" 1,907,795 "	" 95,032 "	20.0753	" 2,036,778 "	" 189,311 "	10.7589	0 	0 	0.0000	"19,614,258"	"864,057"	22.7002	"25,403,520"	"1,114,122"	22.8014	"45,017,778"	"1,978,179"	22.7572
250012	07001	32820	12/28/2015	12/25/2016	" 509,694 "	" 17,786 "	28.6570	" 160,292 "	" 8,208 "	19.5288	" 118,821 "	" 10,399 "	11.4262	0 	0 	0.0000	"788,807"	"36,393"	21.6747	"2,833,175"	"100,283"	28.2518	"3,621,982"	"136,676"	26.5005
250017	07001	25	01/01/2016	12/31/2016	" 376,429 "	" 14,590 "	25.8005	" 29,625 "	" 1,454 "	20.3748	" 43,325 "	" 4,825 "	8.9793	0 	0 	0.0000	"449,379"	"20,869"	21.5333	"1,021,951"	"33,524"	30.4842	"1,471,330"	"54,393"	27.0500
250018	07001	25	01/03/2016	12/18/2016	" 407,434 "	" 12,224 "	33.3307	 -   	 -   	0.0000	" 53,656 "	" 5,277 "	10.1679	0 	0 	0.0000	"461,090"	"17,501"	26.3465	"2,205,935"	"125,763"	17.5404	"2,667,025"	"143,264"	18.6162
250019	07001	25060	01/01/2016	12/31/2016	" 50,171,803 "	" 1,674,773 "	29.9574	" 4,416,565 "	" 218,701 "	20.1945	" 6,675,067 "	" 541,062 "	12.3370	"415,806 "	"29,481 "	14.1042	"61,679,241"	"2,464,017"	25.0320	"76,882,557"	"3,298,885"	23.3056	"138,561,798"	"5,762,902"	24.0438
250020	07001	25	01/01/2016	12/31/2016	" 1,652,252 "	" 52,402 "	31.5302	" 290,893 "	" 15,624 "	18.6185	" 261,444 "	" 20,596 "	12.6938	0 	0 	0.0000	"2,204,589"	"88,622"	24.8762	"4,946,552"	"198,998"	24.8573	"7,151,141"	"287,620"	24.8631
250025	05901	25	01/01/2016	12/31/2016	" 4,739,197 "	" 167,735 "	28.2541	" 661,960 "	" 37,305 "	17.7445	" 196,275 "	" 19,141 "	10.2542	0 	0 	0.0000	"5,597,432"	"224,181"	24.9684	"8,487,439"	"331,586"	25.5965	"14,084,871"	"555,767"	25.3431
250027	07001	25	01/01/2016	12/31/2016	" 1,060,424 "	" 37,657 "	28.1601	" 138,134 "	" 6,906 "	20.0020	" 82,420 "	" 7,930 "	10.3934	0 	0 	0.0000	"1,280,978"	"52,493"	24.4028	"2,774,079"	"137,900"	20.1166	"4,055,057"	"190,393"	21.2984
250031	07001	25	01/01/2016	12/31/2016	" 14,151,644 "	" 373,264 "	37.9132	" 1,203,102 "	" 51,462 "	23.3785	" 1,072,724 "	" 98,381 "	10.9038	0 	0 	0.0000	"16,427,470"	"523,107"	31.4037	"20,349,654"	"759,151"	26.8058	"36,777,124"	"1,282,258"	28.6815
250034	10001	25	12/20/2015	12/31/2016	" 15,928,525 "	" 503,974 "	31.6058	" 1,408,167 "	" 75,497 "	18.6520	" 734,359 "	" 63,306 "	11.6001	"278,952 "	"21,074 "	13.2368	"18,350,003"	"663,851"	27.6417	"32,832,434"	"1,215,608"	27.0091	"51,182,437"	"1,879,459"	27.2325
250036	07001	25	01/01/2016	12/31/2016	" 3,366,302 "	" 112,697 "	29.8704	" 156,212 "	" 8,958 "	17.4383	" 375,075 "	" 28,381 "	13.2157	0 	0 	0.0000	"3,897,589"	"150,036"	25.9777	"7,813,022"	"377,096"	20.7189	"11,710,611"	"527,132"	22.2157
250038	05901	27140	01/01/2016	12/31/2016	" 4,720,437 "	" 141,229 "	33.4240	" 965,585 "	" 41,387 "	23.3306	" 81,518 "	" 6,906 "	11.8039	0 	0 	0.0000	"5,767,540"	"189,522"	30.4320	"7,114,091"	"244,644"	29.0794	"12,881,631"	"434,166"	29.6698
250040	07001	25060	01/01/2016	12/31/2016	" 38,308,254 "	" 1,200,471 "	31.9110	" 1,636,965 "	" 76,646 "	21.3575	" 3,779,532 "	" 320,212 "	11.8032	"1,840,940 "	"100,759 "	18.2708	"45,565,691"	"1,698,087"	26.8335	"48,076,513"	"1,903,941"	25.2510	"93,642,204"	"3,602,028"	25.9971
250042	05901	25	01/01/2016	12/31/2016	" 7,704,412 "	" 197,602 "	38.9896	" 745,764 "	" 34,214 "	21.7968	" 578,779 "	" 42,260 "	13.6957	"54,503 "	"3,889 "	14.0156	"9,083,459"	"277,965"	32.6785	"12,713,245"	"516,806"	24.5996	"21,796,704"	"794,771"	27.4251
250043	07001	25	01/01/2016	12/31/2016	" 2,716,055 "	" 110,715 "	24.5320	" 743,269 "	" 45,647 "	16.2830	" 75,764 "	" 6,775 "	11.1829	"22,664 "	"1,927 "	11.7613	"3,557,752"	"165,064"	21.5538	"11,334,243"	"635,839"	17.8256	"14,891,995"	"800,903"	18.5940
250044	10001	25	01/01/2016	12/31/2016	" 2,066,720 "	" 72,475 "	28.5163	" 138,189 "	" 8,272 "	16.7056	" 77,938 "	" 7,953 "	9.7998	"1,828 "	103 	17.7476	"2,284,675"	"88,803"	25.7275	"5,699,065"	"222,618"	25.6002	"7,983,740"	"311,421"	25.6365
250048	07001	27140	01/01/2016	12/31/2016	" 52,416,079 "	" 1,546,223 "	33.8994	" 2,382,243 "	" 105,205 "	22.6439	" 6,992,907 "	" 532,891 "	13.1226	"185,302 "	"12,313 "	15.0490	"61,976,531"	"2,196,632"	28.2143	"77,265,808"	"2,862,544"	26.9920	"139,242,339"	"5,059,177"	27.5227
250050	07001	25	01/03/2016	12/18/2016	" 8,809,293 "	" 328,209 "	26.8405	" 369,334 "	" 21,467 "	17.2047	" 1,156,593 "	" 93,470 "	12.3739	0 	0 	0.0000	"10,335,220"	"443,146"	23.3224	"12,833,463"	"620,265"	20.6903	"23,168,683"	"1,063,411"	21.7871
250057	07001	25	01/01/2016	12/31/2016	" 8,658,157 "	" 294,497 "	29.3998	" 290,145 "	" 13,921 "	20.8423	" 985,978 "	" 71,938 "	13.7059	0 	0 	0.0000	"9,934,280"	"380,356"	26.1184	"15,527,389"	"541,464"	28.6767	"25,461,669"	"921,820"	27.6211
250058	07001	25	01/01/2016	12/31/2016	" 11,392,047 "	" 430,863 "	26.4401	" 1,817,456 "	" 104,312 "	17.4233	" 698,546 "	" 72,221 "	9.6723	"286,572 "	"16,722 "	17.1374	"14,194,621"	"624,118"	22.7435	"21,438,053"	"1,180,922"	18.1537	"35,632,674"	"1,805,040"	19.7407
250060	07001	25	12/20/2015	12/22/2016	" 835,784 "	" 26,534 "	31.4986	" 38,035 "	" 2,159 "	17.6170	" 148,965 "	" 10,744 "	13.8649	0 	0 	0.0000	"1,022,784"	"39,437"	25.9346	"3,110,325"	"120,423"	25.8283	"4,133,109"	"159,860"	25.8546
250061	07001	25	12/28/2015	12/25/2016	" 564,200 "	" 18,522 "	30.4611	" 266,332 "	" 13,826 "	19.2631	" 199,056 "	" 14,844 "	13.4099	0 	0 	0.0000	"1,029,588"	"47,192"	21.8170	"3,257,371"	"104,343"	31.2179	"4,286,959"	"151,535"	28.2902
250067	07001	25	01/01/2016	12/31/2016	" 3,572,671 "	" 114,704 "	31.1470	" 533,718 "	" 26,667 "	20.0139	" 259,533 "	" 20,490 "	12.6664	0 	0 	0.0000	"4,365,922"	"161,861"	26.9733	"6,690,943"	"260,201"	25.7145	"11,056,865"	"422,062"	26.1972
250069	07001	25	01/01/2016	12/31/2016	" 16,641,544 "	" 571,574 "	29.1153	" 1,957,524 "	" 106,824 "	18.3248	" 757,786 "	" 72,420 "	10.4638	0 	0 	0.0000	"19,356,854"	"750,818"	25.7810	"28,196,367"	"1,311,718"	21.4958	"47,553,221"	"2,062,536"	23.0557
